Gene	Assembled_transcripts	A.lyrata.pep	A.thaliana.pep	B.rapa.pep
As001G000810	1	1	1	1
As001G000820	1	1	1	1
As001G000830	1	1	1	1
As001G000840	1	1	1	1
As001G000850	1	1	1	1
As001G000860	1	1	1	1
As001G000870	1	1	1	1
As001G000880	1	1	1	1
As001G000890	1	1	1	0
As001G000900	1	1	1	1
As001G000920	1	1	1	1
As001G000930	0	0	0	0
As001G000940	1	0	1	1
As001G000950	1	1	1	1
As001G000960	0	0	0	0
As001G000970	1	1	1	1
As001G000980	1	0	0	0
As001G000990	1	0	0	0
As001G001000	1	1	1	1
As001G001010	0	0	0	0
As001G001020	0	1	1	1
As001G001030	1	1	1	1
As001G001050	1	1	1	1
As001G001060	1	1	1	1
As001G001070	1	1	1	1
As001G001080	1	0	0	0
As001G001090	1	1	1	1
As001G001100	1	0	0	0
As001G001110	0	0	0	0
As001G001150	1	1	1	1
As001G001160	1	1	1	1
As001G001170	1	1	1	1
As001G001180	1	1	1	1
As001G001190	1	1	1	1
As001G001200	1	1	1	1
As001G001210	1	0	0	0
As001G001220	1	1	1	1
As001G001230	1	1	1	0
As001G001240	0	1	1	1
As001G001250	1	1	1	1
As001G001310	1	0	0	0
As001G001320	1	0	0	0
As001G001330	1	1	0	1
As001G001340	1	0	0	1
As001G001350	1	1	1	1
As001G001360	1	1	1	1
As001G001370	1	1	1	1
As001G001380	1	1	1	1
As001G001390	1	1	1	1
As001G001400	1	1	1	1
As001G001410	1	1	1	0
As001G001420	1	1	1	1
As001G001430	1	1	1	1
As001G001440	1	1	1	0
As001G001450	1	1	1	0
As001G001460	1	1	1	1
As001G001470	1	1	0	1
As001G001480	0	0	0	0
As001G001490	1	1	1	1
As001G001510	1	1	1	1
As001G001520	1	1	1	1
As001G001530	1	1	1	1
As001G001540	1	1	1	1
As001G001550	0	1	1	1
As001G001560	1	1	1	1
As001G001580	1	0	0	0
As001G001590	1	1	1	1
As001G001610	0	1	1	1
As001G001630	1	1	1	1
As001G001640	1	0	0	0
As001G001650	1	0	0	0
As001G001670	1	1	1	1
As001G001680	1	1	1	1
As001G001690	1	1	1	1
As001G001700	1	1	1	1
As001G001710	1	1	1	1
As001G001720	1	1	1	1
As001G001730	1	1	1	1
As001G001740	1	1	1	1
As001G001750	1	1	1	1
As001G001760	0	1	1	1
As001G001770	1	1	1	1
As001G001780	1	1	1	1
As001G001800	1	1	1	1
As001G001810	1	1	1	1
As001G001820	1	1	1	1
As001G001830	1	1	1	1
As001G001840	1	1	1	1
As001G001850	1	1	1	1
As001G001860	1	1	1	1
As001G001870	1	0	0	0
As001G001880	1	1	1	0
As001G001890	1	1	1	1
As001G001900	1	1	1	1
As001G001910	0	1	1	1
As001G001920	1	1	1	1
As001G001960	1	0	0	0
As001G001970	1	0	1	0
As001G001980	1	1	1	0
As001G001990	1	0	0	0
As001G002000	1	0	0	0
As001G002040	1	1	1	1
As001G002050	1	1	1	1
As001G002060	1	1	1	1
As001G002070	0	0	0	0
As001G002080	1	0	0	1
As001G002090	0	1	0	1
As001G002100	1	0	0	0
As001G002110	1	1	1	1
As001G002120	1	1	1	1
As001G002130	1	1	1	1
As001G002140	1	0	0	0
As001G002150	1	0	0	1
As001G002160	1	1	1	1
As001G002170	1	1	1	1
As001G002180	1	1	1	1
As001G002190	1	1	1	1
As001G002200	1	1	1	1
As001G002210	1	1	1	1
As001G002220	1	0	0	0
As001G002230	1	0	0	0
As001G002240	1	1	1	1
As001G002250	1	0	0	0
As001G002270	1	1	1	1
As001G002290	1	1	1	1
As001G002300	1	1	1	1
As001G002310	1	1	1	1
As001G002320	1	1	1	1
As001G002330	0	1	1	1
As001G002340	1	1	1	1
As001G002350	1	1	1	1
As001G002360	1	1	1	1
As001G002370	1	1	1	0
As001G002380	1	0	1	0
As001G002390	1	1	1	1
As001G002400	1	0	0	1
As001G002410	1	1	1	1
As001G002420	1	1	1	1
As001G002430	1	0	0	0
As001G002440	0	0	0	0
As001G002450	0	1	1	1
As001G002460	1	1	1	1
As001G002470	1	1	1	1
As001G002480	0	1	1	1
As001G002490	1	0	0	0
As001G002500	1	1	1	0
As001G002510	1	1	1	1
As001G002520	1	1	1	1
As001G002530	1	1	1	1
As001G002540	1	1	1	0
As001G002550	1	1	1	1
As001G002580	1	1	1	1
As001G002590	1	1	1	0
As001G002600	1	1	1	1
As001G002610	1	0	0	0
As001G002620	1	1	1	1
As001G002630	0	1	1	1
As001G002640	1	1	1	1
As001G002650	1	1	1	1
As001G002660	1	1	1	0
As001G002670	1	0	0	0
As001G002680	0	1	0	0
As001G002690	1	0	0	0
As001G002700	1	0	0	0
As001G002710	1	1	1	1
As001G002720	1	1	1	1
As001G002730	1	1	1	1
As001G002740	1	0	0	0
As001G002750	1	0	0	0
As001G002770	0	0	0	0
As001G002780	0	0	0	0
As001G002790	1	1	1	1
As001G002810	1	0	0	0
As001G002820	1	1	1	1
As001G002830	1	1	1	1
As001G002840	1	0	0	0
As001G002850	1	1	1	1
As001G002860	1	1	1	1
As001G002870	1	1	1	1
As001G002880	1	1	1	1
As001G002890	1	1	1	1
As001G002900	1	0	0	0
As001G002920	0	0	0	0
As001G002930	1	1	1	1
As001G002940	1	1	1	1
As001G002950	1	1	1	1
As001G002960	1	1	1	1
As001G002970	1	1	1	1
As001G002980	1	1	1	1
As001G002990	1	0	0	1
As001G003000	1	1	1	1
As001G003010	1	1	1	1
As001G003020	1	1	1	1
As001G003030	1	1	1	1
As001G003040	1	1	1	1
As001G003050	1	1	1	1
As001G003060	1	1	1	1
As001G003070	1	1	1	1
As001G003080	1	1	1	1
As001G003090	1	1	1	1
As001G003100	1	1	1	1
As001G003110	0	1	1	1
As001G003120	0	0	0	0
As001G003140	1	0	0	0
As001G003150	1	0	0	0
As001G003160	1	1	1	1
As001G003170	1	1	1	1
As001G003180	1	1	1	1
As001G003200	0	0	0	0
As001G003210	1	0	0	0
As001G003220	1	1	1	1
As001G003230	1	1	1	1
As001G003250	1	1	1	1
As001G003260	1	1	1	1
As001G003270	1	0	0	0
As001G003290	1	1	1	1
As001G003300	0	1	1	0
As001G003310	1	1	1	0
As001G003320	1	1	1	1
As001G003330	1	1	1	1
As001G003340	1	1	1	1
As001G003350	1	1	1	1
As001G003360	1	1	1	1
As001G003370	1	1	1	1
As001G003380	0	1	1	1
As001G003390	1	1	1	1
As001G003400	1	1	1	1
As001G003410	1	1	1	1
As001G003420	1	1	1	1
As001G003430	1	1	1	1
As001G003440	1	1	1	1
As001G003450	1	1	1	1
As001G003460	1	1	1	1
As001G003470	0	1	1	1
As001G003480	1	1	1	1
As001G003490	1	1	1	1
As001G003500	0	0	0	0
As001G003510	1	1	1	1
As001G003520	1	1	1	1
As001G003530	0	0	0	0
As001G003540	1	0	0	0
As001G003550	1	1	1	1
As001G003600	1	1	1	1
As001G003610	1	1	1	1
As001G003630	1	1	1	1
As001G003640	1	1	1	1
As001G003660	1	1	1	1
As001G003670	1	1	1	1
As001G003680	1	1	1	1
As001G003690	1	1	1	1
As001G003700	1	1	1	1
As001G003720	1	1	1	1
As001G003730	0	1	1	1
As001G003740	0	0	0	0
As001G003750	1	1	1	1
As001G003760	1	1	1	1
As001G003770	1	1	1	1
As001G003780	1	1	1	1
As001G003790	1	1	1	1
As001G003800	1	1	1	1
As001G003810	1	1	1	1
As001G003820	0	0	0	0
As001G003830	0	0	0	0
As001G003840	1	1	1	1
As001G003850	1	0	0	1
As001G003860	1	0	1	1
As001G003870	1	1	1	0
As001G003890	1	1	1	1
As001G003900	1	1	1	1
As001G003910	1	1	1	1
As001G003920	1	1	1	1
As001G003930	1	0	1	1
As001G003940	1	1	1	0
As001G003950	1	0	0	0
As001G003960	0	1	0	0
As001G003970	1	1	1	1
As001G003980	1	0	0	0
As001G003990	1	1	1	1
As001G004000	1	1	0	1
As001G004010	1	1	1	1
As001G004020	1	1	1	0
As001G004030	1	1	1	1
As001G004040	1	0	1	0
As001G004050	0	0	0	0
As001G004060	1	1	1	1
As001G004070	1	1	1	1
As001G004090	0	0	0	0
As001G004100	1	1	1	1
As001G004110	1	1	1	0
As001G004120	1	1	1	1
As001G004140	1	1	1	1
As001G004150	1	1	1	1
As001G004160	1	1	1	1
As001G004170	1	1	0	1
As001G004180	0	0	0	0
As001G004200	0	0	0	0
As001G004210	0	0	0	0
As001G004220	1	1	1	1
As001G004270	1	1	1	1
As001G004280	0	0	0	0
As001G004290	1	1	1	1
As001G004300	1	0	0	0
As001G004320	1	0	0	0
As001G004330	1	1	0	1
As001G004340	0	0	0	0
As001G004350	0	0	0	0
As001G004360	1	1	1	1
As001G004370	1	1	0	1
As001G004420	1	0	0	0
As001G004430	1	0	0	0
As001G004440	1	0	0	0
As001G004460	1	1	1	1
As001G004470	1	1	1	1
As001G004480	1	0	0	0
As001G004490	1	1	1	1
As001G004520	1	1	1	1
As001G004530	1	1	1	1
As001G004540	1	0	0	0
As001G004550	0	0	0	0
As001G004560	1	1	1	1
As001G004570	1	1	1	1
As001G004580	1	1	1	0
As001G004590	1	1	1	1
As001G004640	1	1	1	1
As001G004650	1	1	1	1
As001G004660	1	1	1	1
As001G004670	0	1	1	1
As001G004680	1	1	1	1
As001G004690	1	1	1	1
As001G004700	1	1	1	1
As001G004710	1	1	1	1
As001G004730	1	1	1	1
As001G004740	1	1	1	1
As001G004760	0	0	0	0
As001G004770	0	0	0	0
As001G004780	1	1	1	1
As001G004790	1	1	1	1
As001G004800	1	1	1	1
As001G004820	1	1	1	1
As001G004830	1	1	1	1
As001G004840	0	0	0	0
As001G004850	0	0	0	0
As001G004860	0	0	1	0
As001G004870	1	1	1	1
As001G004880	1	1	1	1
As001G004910	1	1	1	1
As001G004940	1	1	1	1
As001G004950	1	1	1	1
As001G004960	1	1	1	1
As001G004970	1	1	1	1
As001G004980	1	1	1	1
As001G004990	1	1	1	1
As001G005000	0	0	0	0
As001G005010	1	1	1	0
As001G005020	0	0	0	0
As001G005030	0	0	0	0
As001G005040	0	0	0	0
As001G005080	0	1	1	1
As001G005090	1	1	1	1
As001G005110	1	0	0	0
As001G005120	1	0	0	0
As001G005130	1	0	0	0
As001G005140	1	0	0	0
As001G005150	1	0	0	0
As001G005160	0	0	0	0
As001G005170	0	1	1	1
As001G005220	0	0	0	0
As001G005240	1	1	1	1
As001G005250	0	0	0	0
As001G005260	0	0	0	0
As001G005270	1	0	0	0
As001G005280	1	0	1	1
As001G005290	1	1	1	1
As001G005300	1	1	1	1
As001G005310	1	1	1	1
As001G005320	1	1	1	1
As001G005340	1	1	1	1
As001G005350	0	0	0	0
As001G005370	0	0	0	0
As001G005380	1	1	1	1
As001G005390	1	1	1	1
As001G005400	0	0	0	0
As001G005410	1	1	1	1
As001G005430	0	0	0	0
As001G005440	0	0	0	0
As001G005450	0	0	0	0
As001G005480	1	1	1	1
As001G005510	0	0	0	0
As001G005520	0	0	0	0
As001G005600	0	0	0	0
As001G005620	1	1	1	1
As001G005630	0	1	1	1
As001G005680	1	0	0	0
As001G005700	0	0	0	0
As001G005710	0	0	0	0
As001G005720	0	0	0	0
As001G005730	1	1	1	1
As001G005750	1	0	0	0
As001G005760	1	1	1	1
As001G005770	1	1	1	1
As001G005790	1	1	1	1
As001G005800	1	1	1	1
As001G005830	1	0	0	0
As001G005840	0	0	0	0
As001G005850	0	0	0	0
As001G005880	1	1	1	1
As001G005920	0	0	0	0
As001G005930	0	0	0	0
As001G005970	1	1	1	1
As001G005980	0	0	0	0
As001G005990	1	1	1	1
As001G006000	0	0	0	0
As001G006010	0	0	0	0
As001G006020	0	0	0	0
As001G006030	1	1	1	1
As001G006040	0	0	0	0
As001G006050	1	1	0	0
As001G006060	0	0	0	0
As001G006070	1	0	0	0
As001G006080	1	1	1	1
As001G006090	0	0	0	0
As001G006100	0	0	0	0
As001G006110	0	0	0	0
As001G006120	0	0	0	0
As001G006130	1	0	0	0
As001G006140	0	0	0	0
As001G006190	1	1	1	1
As001G006200	1	0	0	0
As001G006210	0	0	0	0
As001G006220	0	0	0	0
As001G006240	1	1	1	1
As001G006250	0	0	0	0
As001G006260	0	0	0	0
As001G006270	0	0	0	0
As001G006280	1	1	1	1
As001G006360	1	1	1	1
As001G006380	1	1	1	1
As001G006390	1	1	1	1
As001G006400	1	1	1	1
As001G006410	1	1	1	1
As001G006420	0	0	0	0
As001G006440	0	0	0	0
As001G006450	0	0	0	0
As001G006470	1	1	1	1
As001G006480	0	0	0	0
As001G006490	1	1	1	1
As001G006500	0	0	0	0
As001G006510	0	0	0	0
As001G006530	1	1	1	0
As001G006540	0	0	0	1
As001G006560	0	0	0	0
As001G006580	0	0	0	0
As001G006590	1	1	1	1
As001G006600	1	1	1	1
As001G006610	1	1	1	1
As001G006630	0	0	0	0
As001G006640	1	1	1	1
As001G006700	1	1	1	1
As001G006710	0	0	0	0
As001G006720	0	0	0	0
As001G006730	1	1	1	1
As001G006740	0	0	0	0
As001G006750	1	1	1	1
As001G006760	0	0	0	0
As001G006770	0	0	0	0
As001G006780	1	1	1	1
As001G006800	0	0	0	0
As001G006810	1	1	1	1
As001G006820	0	0	0	0
As001G006830	1	0	0	0
As001G006840	1	0	0	0
As001G006870	1	0	0	1
As001G006880	0	0	0	0
As001G006910	1	0	0	0
As001G006920	1	0	0	0
As001G006930	1	0	0	0
As001G006940	1	0	0	0
As001G006950	1	0	0	0
As001G006960	0	0	0	1
As001G006970	1	0	0	0
As001G006980	1	0	0	0
As001G007000	0	0	0	0
As001G007040	0	0	0	0
As001G007050	0	0	0	0
As001G007060	0	0	0	0
As001G007070	0	0	0	0
As001G007090	1	1	1	1
As001G007120	0	0	0	0
As001G007130	1	0	0	0
As001G007150	1	0	0	0
As001G007160	0	0	0	0
As001G007180	0	0	0	0
As001G007190	0	0	0	0
As001G007200	0	0	0	0
As001G007210	0	0	0	0
As001G007220	0	0	0	0
As001G007230	0	0	0	0
As001G007240	0	0	0	0
As001G007250	0	0	0	0
As001G007260	0	0	0	0
As001G007270	0	0	0	0
As001G007280	0	0	0	0
As001G007290	0	0	0	0
As001G007300	0	0	0	0
As001G007310	0	0	0	0
As001G007320	0	0	0	0
As001G007330	0	0	0	0
As001G007340	0	0	0	0
As001G007350	0	0	0	0
As001G007360	0	0	0	0
As001G007370	0	0	0	0
As001G007380	0	0	0	0
As001G007390	0	0	0	0
As001G007400	0	0	0	0
As001G007410	0	0	0	0
As001G007420	0	0	0	0
As001G007430	0	0	0	0
As001G007440	0	0	0	0
As001G007450	0	0	0	0
As001G007460	0	0	0	0
As001G007470	0	0	0	0
As001G007480	0	0	0	0
As001G007490	0	0	0	0
As001G007500	0	0	0	0
As001G007510	0	0	0	0
As001G007520	0	0	0	0
As001G007530	0	0	0	0
As001G007540	0	0	0	0
As001G007550	0	0	0	0
As001G007560	0	0	0	0
As001G007570	0	0	0	0
As001G007580	0	0	0	0
As001G007590	0	0	0	0
As001G007600	0	0	0	0
As001G007610	0	0	0	0
As001G007620	0	0	0	0
As001G007630	0	0	0	0
As001G007640	0	0	0	0
As001G007650	0	0	0	0
As001G007660	0	0	0	0
As001G007670	0	0	0	0
As001G007680	0	0	0	0
As001G007690	0	0	0	0
As001G007700	0	0	0	0
As001G007710	0	0	0	0
As001G007720	0	0	0	0
As001G007730	0	0	0	0
As001G007740	0	0	0	0
As001G007750	0	0	0	0
As001G007760	0	0	0	0
As001G007770	0	0	0	0
As001G007780	0	0	0	0
As001G007790	0	0	0	0
As001G007800	0	0	0	0
As001G007810	0	0	0	0
As001G007820	0	0	0	0
As001G007830	0	0	0	0
As001G007840	0	0	0	0
As001G007850	0	0	0	0
As001G007860	0	0	0	0
As001G007870	0	0	0	0
As001G007880	0	0	0	0
As001G007890	0	0	0	0
As001G007900	0	0	0	0
As001G007910	0	0	0	0
As001G007920	0	0	0	0
As001G007930	0	0	0	0
As001G007940	0	0	0	0
As001G007950	0	0	0	0
As001G007960	0	0	0	0
As001G007970	0	0	0	0
As001G007980	0	0	0	0
As001G007990	0	0	0	0
As001G008000	0	0	0	0
As001G008010	0	0	0	0
As001G008020	0	0	0	0
As001G008030	0	0	0	0
As001G008040	0	0	0	0
As001G008050	0	0	0	0
As001G008060	0	0	0	0
As001G008070	0	0	0	0
As001G008080	0	0	0	0
As001G008090	0	0	0	0
As001G008100	0	0	0	0
As001G008110	0	0	0	0
As001G008120	0	0	0	0
As001G008130	0	0	0	0
As001G008140	0	0	0	0
As001G008150	0	0	0	0
As001G008160	0	0	0	0
As001G008170	0	0	0	0
As001G008180	0	0	0	0
As001G008190	0	0	0	0
As001G008200	0	0	0	0
As001G008210	0	0	0	0
As001G008220	0	0	0	0
As001G008230	0	0	0	0
As001G008240	0	0	0	0
As001G008250	0	0	0	0
As001G008260	0	0	0	0
As001G008270	0	0	0	0
As001G008280	0	0	0	0
As001G008290	0	0	0	0
As001G008300	0	0	0	0
As001G008310	0	0	0	0
As001G008320	0	0	0	0
As001G008330	0	0	0	0
As001G008340	0	0	0	0
As001G008350	0	0	0	0
As001G008360	0	0	0	0
As001G008370	0	0	0	0
As001G008380	0	0	0	0
As001G008390	0	0	0	0
As001G008400	0	0	0	0
As001G008410	0	0	0	0
As001G008420	0	0	0	0
As001G008430	0	0	0	0
As001G008440	0	0	0	0
As001G008450	0	0	0	0
As001G008460	0	0	0	0
As001G008470	0	0	0	0
As001G008480	0	0	0	0
As001G008490	0	0	0	0
As001G008500	0	0	0	0
As001G008510	0	0	0	0
As001G008520	0	0	0	0
As001G008530	0	0	0	0
As001G008540	0	0	0	0
As001G008550	0	0	0	0
As001G008560	0	0	0	0
As001G008570	0	0	0	0
As001G008580	0	0	0	0
As001G008590	0	0	0	0
As001G008600	0	0	0	1
As001G008610	0	0	0	0
As001G008620	0	0	0	0
As001G008630	0	0	0	0
As001G008640	0	0	0	0
As001G008650	0	0	0	0
As001G008660	0	0	0	0
As001G008670	0	0	0	0
As001G008680	0	0	0	0
As001G008690	0	0	0	0
As001G008700	0	0	0	0
As001G008710	0	0	0	0
As001G008720	0	0	0	0
As001G008730	0	0	0	0
As001G008740	0	0	0	0
As001G008750	0	0	0	0
As001G008760	0	0	0	0
As001G008770	0	0	0	0
As001G008780	0	0	0	0
As001G008790	0	0	0	0
As001G008800	0	0	0	0
As001G008810	0	0	0	0
As001G008820	0	0	0	0
As001G008830	0	0	0	0
As001G008840	0	0	0	0
As001G008850	0	0	0	0
As001G008860	0	0	0	0
As001G008870	0	0	0	0
As001G008880	0	0	0	0
As001G008890	0	0	0	0
As001G008900	0	0	0	0
As001G008910	0	0	0	0
As001G008920	0	0	0	0
As001G008930	0	0	0	0
As001G008940	0	0	0	0
As001G008950	0	0	0	0
As001G008960	0	0	0	0
As001G008970	0	0	0	0
As001G008980	0	0	0	0
As001G008990	0	0	0	0
As001G009000	0	0	0	0
As001G009010	0	0	0	0
As001G009020	0	0	0	0
As001G009030	0	0	0	0
As001G009040	0	0	0	0
As001G009050	0	0	0	0
As001G009060	0	0	0	0
As001G009070	0	0	0	0
As001G009080	0	0	0	0
As001G009090	0	0	0	0
As001G009100	0	0	0	0
As001G009110	0	0	0	0
As001G009120	0	0	0	0
As001G009130	0	0	0	0
As001G009140	0	0	0	0
As001G009150	0	0	0	0
As001G009160	0	0	0	0
As001G009170	0	0	0	0
As001G009180	0	0	0	0
As001G009190	0	0	0	0
As001G009200	0	0	0	0
As001G009210	0	0	0	0
As001G009220	0	0	0	0
As001G009230	0	0	0	0
As001G009240	0	0	0	0
As001G009250	0	0	0	0
As001G009260	0	0	0	0
As001G009270	0	0	0	0
As001G009280	0	0	0	0
As001G009290	0	0	0	0
As001G009300	0	0	0	0
As001G009310	0	0	0	0
As001G009320	0	0	0	0
As001G009330	0	0	0	0
As001G009340	0	0	0	0
As001G009350	0	0	0	0
As001G009360	0	0	0	0
As001G009370	0	0	0	0
As001G009380	0	0	0	0
As001G009390	0	0	0	0
As001G009400	0	0	0	0
As001G009410	0	0	0	0
As001G009420	0	0	0	0
As001G009430	0	0	0	0
As001G009440	0	0	0	0
As001G009450	0	0	0	0
As001G009460	0	0	0	0
As001G009470	0	0	0	0
As001G009480	0	0	0	0
As001G009490	0	0	0	0
As001G009500	0	0	0	0
As001G009510	0	0	0	0
As001G009520	0	0	0	0
As001G009530	0	0	0	0
As001G009540	0	0	0	0
As001G009550	0	0	0	0
As001G009560	0	0	0	0
As001G009570	0	0	0	0
As001G009580	0	0	0	0
As001G009590	0	0	0	0
As001G009600	0	0	0	0
As001G009610	0	0	0	0
As001G009620	0	0	0	0
As001G009630	0	0	0	0
As001G009640	0	0	0	0
As001G009650	0	0	0	0
As001G009660	0	0	0	0
As001G009670	0	0	0	0
As001G009680	0	0	0	0
As001G009690	0	0	0	0
As001G009700	0	0	0	0
As001G009710	0	0	0	0
As001G009720	0	0	0	0
As001G009730	0	0	0	0
As001G009740	0	0	0	0
As001G009750	0	0	0	0
As001G009760	0	0	0	0
As001G009770	0	0	0	0
As001G009780	0	0	0	0
As001G009790	0	0	0	0
As001G009800	0	0	0	0
As001G009810	0	0	0	0
As001G009820	0	0	0	0
As001G009830	0	0	0	0
As001G009840	0	0	0	0
As001G009850	1	1	1	1
As001G009860	0	0	0	0
As001G009870	0	0	0	0
As001G009880	0	0	0	0
As001G009890	0	0	0	0
As001G009900	0	0	0	0
As001G009910	0	0	0	0
As001G009920	0	0	0	1
As001G009930	0	0	0	0
As001G009950	0	0	0	0
As001G009960	1	1	1	1
As001G009970	1	1	0	0
As001G009980	0	0	0	0
As001G010010	0	0	0	0
As001G010030	1	0	0	0
As001G010040	1	1	1	0
As001G010050	1	1	1	1
As001G010070	1	1	1	1
As001G010130	0	0	0	0
As001G010140	1	1	1	1
As001G010150	1	0	0	0
As001G010170	0	1	1	1
As001G010180	1	1	1	0
As001G010190	1	1	1	1
As001G010200	0	0	0	0
As001G010210	0	0	0	0
As001G010220	1	1	1	1
As001G010240	1	1	1	1
As001G010250	1	1	1	1
As001G010260	0	0	0	1
As001G010280	1	1	1	1
As001G010290	1	0	0	0
As001G010300	1	0	0	0
As001G010310	0	0	0	0
As001G010320	0	0	0	0
As001G010330	1	0	0	0
As001G010350	1	1	1	1
As001G010370	1	1	1	1
As001G010380	1	1	1	1
As001G010420	0	0	0	0
As001G010460	1	1	1	1
As001G010480	0	0	0	0
As001G010490	1	1	1	1
As001G010500	0	0	0	0
As001G010510	1	1	1	0
As001G010520	0	0	0	0
As001G010530	1	1	1	0
As001G010540	1	1	1	1
As001G010550	1	0	0	1
As001G010560	0	0	0	0
As001G010570	1	1	1	1
As001G010580	0	0	0	0
As001G010590	0	0	0	0
As001G010610	1	1	1	1
As001G010620	0	0	0	0
As001G010630	0	0	0	0
As001G010660	0	0	0	0
As001G010670	1	1	1	1
As001G010680	0	0	0	0
As001G010690	0	0	0	0
As001G010700	0	0	0	0
As001G010710	1	1	1	1
As001G010720	1	1	1	1
As001G010750	0	0	0	0
As001G010760	0	0	0	0
As001G010780	0	0	0	0
As001G010790	0	0	0	0
As001G010810	0	0	0	0
As001G010820	0	0	0	0
As001G010830	0	0	0	0
As001G010840	0	0	0	0
As001G010850	0	0	0	0
As001G010860	0	0	0	0
As001G010890	1	0	0	0
As001G010900	1	0	0	0
As001G010910	1	0	0	0
As001G010920	1	0	0	0
As001G010930	1	0	0	0
As001G010940	1	0	0	0
As001G010950	1	0	0	0
As001G010960	1	0	0	0
As001G010970	1	0	0	0
As001G010980	1	0	0	0
As001G010990	1	0	0	0
As001G011000	1	0	0	0
As001G011010	1	0	0	0
As001G011020	1	0	0	0
As001G011030	1	0	0	0
As001G011040	1	0	0	0
As001G011100	0	0	0	0
As001G011150	0	0	0	0
As001G011160	0	0	0	0
As001G011170	0	0	0	0
As001G011180	0	0	0	0
As001G011200	0	0	0	0
As001G011300	0	0	0	0
As001G011310	0	0	0	0
As001G011320	0	0	0	0
As001G011330	0	0	0	0
As001G011340	0	0	0	0
As001G011350	0	0	0	0
As001G011360	0	0	0	0
As001G011370	0	0	0	0
As001G011380	0	0	0	0
As001G011410	0	0	0	0
As001G011420	0	0	0	0
As001G011430	0	0	0	0
As001G011440	0	0	0	0
As001G011450	0	0	0	0
As001G011500	0	0	0	0
As001G011510	0	0	0	0
As001G011520	0	0	0	0
As001G011530	0	0	0	0
As001G011540	0	0	0	0
As001G011630	1	0	0	0
As001G011720	0	0	0	0
As001G011750	1	0	0	0
As001G011760	1	0	0	0
As001G011790	1	0	0	0
As001G011800	1	0	0	0
As001G011810	1	0	0	0
As001G011820	1	0	0	0
As001G011830	1	0	0	0
As001G011840	1	0	0	0
As001G011870	0	0	0	0
As001G011880	0	0	0	0
As001G011890	0	0	0	0
As001G011900	0	0	0	0
As001G011910	0	0	0	0
As001G011920	0	0	0	0
As001G011930	0	0	0	0
As001G011940	0	0	0	0
As001G011950	0	0	0	0
As001G011960	0	0	0	0
As001G011970	0	0	0	0
As001G011980	0	0	0	0
As001G011990	0	0	0	0
As001G012010	0	1	1	1
As001G012020	0	0	0	0
As001G012030	0	0	0	0
As001G012040	0	0	0	0
As001G012080	1	1	1	1
As001G012090	0	0	0	0
As001G012100	0	0	1	0
As001G012120	1	1	1	1
As001G012130	1	1	1	1
As001G012160	1	1	1	1
As001G012170	1	0	0	0
As001G012190	0	1	1	1
As001G012220	1	1	1	1
As001G012270	1	1	1	1
As001G012290	1	1	1	1
As001G012310	1	1	1	1
As001G012340	0	1	1	1
As001G012360	0	1	1	1
As001G012370	1	1	1	1
As001G012420	0	0	0	1
As001G012430	0	1	1	1
As001G012440	0	1	1	1
