Gene	Assembled_transcripts	A.lyrata.pep	A.thaliana.pep	B.rapa.pep
Np001G000810	1	1	1	1
Np001G000840	1	1	1	1
Np001G000850	1	1	1	1
Np001G000860	1	0	1	1
Np001G000870	0	1	1	1
Np001G000890	1	1	1	1
Np001G000900	1	1	1	0
Np001G000910	1	1	1	1
Np001G000920	1	0	1	1
Np001G000940	1	1	1	1
Np001G000960	1	1	1	1
Np001G000970	1	1	1	1
Np001G000990	1	1	1	1
Np001G001000	0	0	0	0
Np001G001010	0	0	0	0
Np001G001060	1	1	1	1
Np001G001070	0	1	1	1
Np001G001080	1	1	1	1
Np001G001090	1	1	1	1
Np001G001100	0	1	1	1
Np001G001110	0	0	0	0
Np001G001130	1	1	1	0
Np001G001140	1	0	0	0
Np001G001150	1	1	1	1
Np001G001160	1	1	1	1
Np001G001170	1	1	1	1
Np001G001190	1	1	1	1
Np001G001200	1	1	1	1
Np001G001230	0	0	0	0
Np001G001280	1	0	0	0
Np001G001290	1	1	1	1
Np001G001300	0	0	0	0
Np001G001310	0	0	0	1
Np001G001320	0	0	0	0
Np001G001330	0	0	0	1
Np001G001350	1	0	0	0
Np001G001370	0	0	0	0
Np001G001380	1	1	1	1
Np001G001390	0	0	0	0
Np001G001400	0	0	1	1
Np001G001410	1	1	1	1
Np001G001420	1	1	1	1
Np001G001430	1	1	1	1
Np001G001440	1	1	1	1
Np001G001450	1	1	1	0
Np001G001460	0	1	1	1
Np001G001470	1	1	1	1
Np001G001480	1	1	1	1
Np001G001490	0	0	0	0
Np001G001500	1	1	1	1
Np001G001510	1	0	1	1
Np001G001520	1	1	1	1
Np001G001530	1	1	1	1
Np001G001540	0	1	1	1
Np001G001550	1	1	1	0
Np001G001560	0	1	1	1
Np001G001570	0	1	1	1
Np001G001580	0	1	1	1
Np001G001590	1	1	1	1
Np001G001600	1	1	1	1
Np001G001610	1	1	1	1
Np001G001630	0	1	1	1
Np001G001650	1	1	1	1
Np001G001680	0	1	1	1
Np001G001690	1	1	1	1
Np001G001700	1	1	1	1
Np001G001710	1	1	1	1
Np001G001720	0	1	0	1
Np001G001750	1	1	1	1
Np001G001760	1	1	1	1
Np001G001770	1	1	1	1
Np001G001780	1	0	0	0
Np001G001800	1	1	1	1
Np001G001810	1	1	1	1
Np001G001830	1	1	1	0
Np001G001840	1	1	1	1
Np001G001870	0	1	1	1
Np001G001880	1	1	1	1
Np001G001890	1	1	1	1
Np001G001900	1	1	1	1
Np001G001910	1	1	1	1
Np001G001930	1	1	1	1
Np001G001940	1	0	0	0
Np001G001950	1	1	1	1
Np001G001960	1	1	1	1
Np001G001970	1	1	1	1
Np001G001980	0	0	0	1
Np001G002010	1	1	1	1
Np001G002020	1	1	1	1
Np001G002030	1	1	1	1
Np001G002040	1	1	1	1
Np001G002050	1	1	1	1
Np001G002060	1	1	1	1
Np001G002070	1	1	1	1
Np001G002080	1	0	0	0
Np001G002090	1	0	0	0
Np001G002100	1	1	1	1
Np001G002140	1	1	1	1
Np001G002150	0	1	1	1
Np001G002160	1	1	1	1
Np001G002180	1	0	0	1
Np001G002190	1	1	1	1
Np001G002220	0	1	1	1
Np001G002230	1	1	1	1
Np001G002240	1	1	1	1
Np001G002250	1	1	1	1
Np001G002260	0	1	1	1
Np001G002280	1	1	1	1
Np001G002290	1	1	1	1
Np001G002300	1	1	1	1
Np001G002310	1	1	1	0
Np001G002320	0	1	1	1
Np001G002330	1	1	1	1
Np001G002340	0	1	1	1
Np001G002350	1	1	1	1
Np001G002360	1	1	1	1
Np001G002370	1	1	1	1
Np001G002380	1	1	1	1
Np001G002390	1	1	1	1
Np001G002400	1	1	1	0
Np001G002410	1	1	1	1
Np001G002420	1	1	1	1
Np001G002430	1	1	1	1
Np001G002440	1	1	1	1
Np001G002450	1	0	1	1
Np001G002460	1	1	1	1
Np001G002470	1	1	1	1
Np001G002490	1	1	1	1
Np001G002500	1	0	1	0
Np001G002510	1	1	1	1
Np001G002520	1	1	1	1
Np001G002530	1	1	1	1
Np001G002540	1	0	1	1
Np001G002560	1	1	1	1
Np001G002570	1	1	1	1
Np001G002580	0	1	0	1
Np001G002590	0	1	1	1
Np001G002610	1	1	1	1
Np001G002620	1	1	1	1
Np001G002630	1	1	1	0
Np001G002640	1	1	1	1
Np001G002650	1	1	1	1
Np001G002660	1	0	0	0
Np001G002670	1	0	0	0
Np001G002680	1	0	0	0
Np001G002690	1	1	1	1
Np001G002700	1	1	1	1
Np001G002710	1	1	1	1
Np001G002720	1	0	0	0
Np001G002730	1	0	0	0
Np001G002740	1	0	0	0
Np001G002750	0	0	0	0
Np001G002760	0	0	0	0
Np001G002770	1	1	1	1
Np001G002780	1	1	1	1
Np001G002790	1	1	1	1
Np001G002800	1	1	1	1
Np001G002820	1	1	1	1
Np001G002830	1	1	1	1
Np001G002850	1	1	1	1
Np001G002860	1	1	1	1
Np001G002870	1	1	1	0
Np001G002880	1	1	1	1
Np001G002890	1	1	1	1
Np001G002900	1	1	1	1
Np001G002910	1	1	1	1
Np001G002920	1	1	1	1
Np001G002930	0	1	1	1
Np001G002960	1	1	1	1
Np001G002970	1	1	1	1
Np001G002980	1	1	1	1
Np001G002990	1	1	1	1
Np001G003000	1	0	0	0
Np001G003010	1	1	1	1
Np001G003020	1	1	1	1
Np001G003030	0	0	0	0
Np001G003050	1	1	1	1
Np001G003060	1	1	1	1
Np001G003070	1	1	1	1
Np001G003090	1	1	1	1
Np001G003100	1	1	1	0
Np001G003110	1	1	1	0
Np001G003130	1	0	0	1
Np001G003140	0	1	1	1
Np001G003150	1	1	1	1
Np001G003160	1	0	1	1
Np001G003170	0	0	0	0
Np001G003200	1	1	1	1
Np001G003210	1	1	1	1
Np001G003220	1	1	1	1
Np001G003230	1	0	0	0
Np001G003250	1	1	1	1
Np001G003260	1	1	1	1
Np001G003270	1	1	1	1
Np001G003280	1	1	1	1
Np001G003290	0	0	1	0
Np001G003300	1	1	1	1
Np001G003310	0	0	0	0
Np001G003320	1	1	1	1
Np001G003340	1	0	0	0
Np001G003360	1	1	1	1
Np001G003370	1	1	1	1
Np001G003380	1	1	1	1
Np001G003390	1	1	1	1
Np001G003400	0	1	1	1
Np001G003410	1	1	1	0
Np001G003460	0	1	1	1
Np001G003500	0	1	1	1
Np001G003510	1	1	1	1
Np001G003520	1	1	0	1
Np001G003530	0	0	0	0
Np001G003540	0	0	0	0
Np001G003550	1	1	1	1
Np001G003560	1	1	1	1
Np001G003570	1	1	1	1
Np001G003580	1	1	1	1
Np001G003590	0	1	1	1
Np001G003600	1	1	0	0
Np001G003610	1	1	1	1
Np001G003620	1	1	0	0
Np001G003630	1	0	0	0
Np001G003660	1	1	1	1
Np001G003670	0	1	1	1
Np001G003680	1	1	1	1
Np001G003690	1	1	1	1
Np001G003700	1	1	1	1
Np001G003710	1	1	1	1
Np001G003720	1	1	1	1
Np001G003730	1	1	1	1
Np001G003740	1	1	1	1
Np001G003750	1	0	0	0
Np001G003780	1	1	1	1
Np001G003790	1	1	1	1
Np001G003800	1	1	1	0
Np001G003810	1	1	1	1
Np001G003820	1	0	0	1
Np001G003840	1	1	1	1
Np001G003850	1	1	1	1
Np001G003860	1	1	1	1
Np001G003870	1	0	0	1
Np001G003880	1	1	1	1
Np001G003900	0	0	0	0
Np001G003910	0	0	0	0
Np001G003930	1	0	0	0
Np001G003940	0	0	0	0
Np001G003950	1	1	1	0
Np001G003960	0	1	1	1
Np001G003970	1	1	1	1
Np001G003980	1	1	1	1
Np001G004000	1	1	1	1
Np001G004010	1	1	1	1
Np001G004020	1	1	1	1
Np001G004030	1	1	1	1
Np001G004040	1	1	1	0
Np001G004050	0	1	1	1
Np001G004070	0	0	0	0
Np001G004080	1	1	1	1
Np001G004090	1	1	1	1
Np001G004100	0	1	1	1
Np001G004110	1	1	1	1
Np001G004130	1	1	1	1
Np001G004140	1	1	1	1
Np001G004150	1	1	0	0
Np001G004160	0	1	1	1
Np001G004170	1	1	1	1
Np001G004220	1	1	1	1
Np001G004230	1	1	1	1
Np001G004240	1	1	1	1
Np001G004250	1	1	1	1
Np001G004260	1	1	1	1
Np001G004270	1	1	1	0
Np001G004280	1	1	1	1
Np001G004290	1	1	1	1
Np001G004300	1	1	1	1
Np001G004310	1	1	1	1
Np001G004320	1	1	1	1
Np001G004330	1	1	1	1
Np001G004350	1	1	1	0
Np001G004360	0	1	1	1
Np001G004380	1	1	1	1
Np001G004390	0	0	0	0
Np001G004400	1	0	0	0
Np001G004410	0	1	1	0
Np001G004420	1	1	1	0
Np001G004460	1	1	1	1
Np001G004470	1	1	1	1
Np001G004480	0	0	0	0
Np001G004490	0	0	0	0
Np001G004500	1	1	1	1
Np001G004510	1	1	1	1
Np001G004520	1	1	1	1
Np001G004530	1	1	1	1
Np001G004540	1	1	1	1
Np001G004550	1	1	1	1
Np001G004560	1	1	1	1
Np001G004570	1	1	1	1
Np001G004580	1	0	0	1
Np001G004610	1	1	1	1
Np001G004630	0	1	1	1
Np001G004640	1	1	1	1
Np001G004660	0	1	1	1
Np001G004670	1	1	1	1
Np001G004680	1	1	1	1
Np001G004690	1	1	1	1
Np001G004710	1	1	1	1
Np001G004720	1	1	1	1
Np001G004730	1	1	1	1
Np001G004740	1	0	0	0
Np001G004750	1	1	1	1
Np001G004760	1	1	1	1
Np001G004790	1	1	1	1
Np001G004800	1	1	1	1
Np001G004810	1	1	1	1
Np001G004820	0	1	1	1
Np001G004830	1	1	1	1
Np001G004840	1	1	1	1
Np001G004850	1	0	0	1
Np001G004860	1	1	1	1
Np001G004870	0	1	1	1
Np001G004880	0	0	0	0
Np001G004910	1	1	1	1
Np001G004920	1	1	1	1
Np001G004930	0	1	1	1
Np001G004940	1	1	1	1
Np001G004950	1	1	1	1
Np001G004960	1	1	1	1
Np001G004970	1	1	1	1
Np001G004990	0	0	0	0
Np001G005000	0	0	0	0
Np001G005010	0	0	0	0
Np001G005020	0	0	0	0
Np001G005060	1	0	0	0
Np001G005070	1	1	1	1
Np001G005080	1	1	1	1
Np001G005090	1	1	1	1
Np001G005100	1	1	1	1
Np001G005110	1	1	1	1
Np001G005120	0	1	1	1
Np001G005130	1	1	1	1
Np001G005140	1	1	1	0
Np001G005150	1	1	1	1
Np001G005160	1	1	1	1
Np001G005170	1	1	1	1
Np001G005180	1	1	1	1
Np001G005200	1	1	1	1
Np001G005210	0	1	1	1
Np001G005220	1	1	1	1
Np001G005230	1	1	1	0
Np001G005240	1	1	1	1
Np001G005250	1	0	0	1
Np001G005260	1	1	1	1
Np001G005270	1	1	1	1
Np001G005280	1	1	1	1
Np001G005290	1	0	0	0
Np001G005300	1	1	1	1
Np001G005310	1	1	1	1
Np001G005320	1	1	1	1
Np001G005330	1	1	1	1
Np001G005340	1	1	1	1
Np001G005350	1	1	1	1
Np001G005370	0	0	0	0
Np001G005380	0	1	1	1
Np001G005390	1	1	1	1
Np001G005400	1	1	1	1
Np001G005410	0	1	1	1
Np001G005420	0	0	0	1
Np001G005430	1	1	1	1
Np001G005450	1	0	0	0
Np001G005460	0	0	0	0
Np001G005470	0	1	1	1
Np001G005480	1	1	1	1
Np001G005490	1	0	0	1
Np001G005500	0	0	0	0
Np001G005510	0	0	0	0
Np001G005520	1	1	1	1
Np001G005530	1	0	0	0
Np001G005540	0	0	0	0
Np001G005560	0	1	0	0
Np001G005570	1	1	1	1
Np001G005580	0	1	1	1
Np001G005590	0	0	0	0
Np001G005600	0	0	0	0
Np001G005610	0	0	0	0
Np001G005620	0	1	1	1
Np001G005630	1	1	1	1
Np001G005640	1	1	1	1
Np001G005650	1	1	1	1
Np001G005660	1	1	1	1
Np001G005670	1	0	0	0
Np001G005680	1	1	1	0
Np001G005690	1	1	0	1
Np001G005700	1	1	1	1
Np001G005720	0	0	0	0
Np001G005730	0	0	0	0
Np001G005780	1	1	1	1
Np001G005790	1	1	1	1
Np001G005800	1	1	1	1
Np001G005810	1	1	1	1
Np001G005820	0	1	1	1
Np001G005830	1	0	0	0
Np001G005840	0	0	0	0
Np001G005850	0	0	0	0
Np001G005870	1	1	1	1
Np001G005880	1	1	1	0
Np001G005890	1	1	1	1
Np001G005900	1	1	1	1
Np001G005910	0	0	0	0
Np001G005920	1	1	1	0
Np001G005960	0	0	0	0
Np001G005970	0	1	1	1
Np001G005980	1	1	1	1
Np001G005990	1	1	1	1
Np001G006000	1	0	0	0
Np001G006010	0	0	0	0
Np001G006020	0	0	0	0
Np001G006030	1	1	0	0
Np001G006040	1	1	1	1
Np001G006050	1	1	1	1
Np001G006060	1	1	1	1
Np001G006070	1	1	1	1
Np001G006080	1	1	1	1
Np001G006090	1	1	1	1
Np001G006100	1	1	1	1
Np001G006110	1	0	1	0
Np001G006120	0	1	1	1
Np001G006130	1	1	1	1
Np001G006140	1	0	0	0
Np001G006150	1	1	1	1
Np001G006160	0	1	1	0
Np001G006170	0	0	0	0
Np001G006180	0	0	0	0
Np001G006190	0	1	0	0
Np001G006200	0	1	0	0
Np001G006210	0	0	0	0
Np001G006220	1	1	1	1
Np001G006230	1	1	1	1
Np001G006270	0	0	0	0
Np001G006280	1	0	0	0
Np001G006290	1	0	0	1
Np001G006300	1	0	0	0
Np001G006310	1	0	0	0
Np001G006320	1	0	0	0
Np001G006330	1	0	0	0
Np001G006360	0	0	0	0
Np001G006370	1	1	1	0
Np001G006380	1	0	0	1
Np001G006390	1	0	0	0
Np001G006400	1	0	0	0
Np001G006420	0	1	1	1
Np001G006430	0	1	1	1
Np001G006440	0	1	1	1
Np001G006450	1	0	0	0
Np001G006460	1	0	0	0
Np001G006470	1	1	1	1
Np001G006490	1	1	1	1
Np001G006500	0	1	1	1
Np001G006520	1	1	1	1
Np001G006530	1	0	0	0
Np001G006540	1	1	1	1
Np001G006550	1	1	1	1
Np001G006560	1	1	1	1
Np001G006570	0	1	1	1
Np001G006580	1	1	1	1
Np001G006590	1	1	1	1
Np001G006610	1	1	1	1
Np001G006620	1	1	1	1
Np001G006630	1	1	1	1
Np001G006640	0	0	0	0
Np001G006650	1	1	1	1
Np001G006660	1	1	1	1
Np001G006670	1	1	1	1
Np001G006680	1	1	1	1
Np001G006690	1	1	1	0
Np001G006710	1	1	1	1
Np001G006730	1	0	0	0
Np001G006740	0	0	0	0
Np001G006750	1	1	1	1
Np001G006780	1	0	0	0
Np001G006790	1	1	1	0
Np001G006800	1	1	1	1
Np001G006810	1	1	1	1
Np001G006820	1	1	1	1
Np001G006830	1	1	1	1
Np001G006840	1	1	1	1
Np001G006850	1	1	1	1
Np001G006870	1	1	1	1
Np001G006880	1	1	1	1
Np001G006890	1	0	0	0
Np001G006900	1	1	1	1
Np001G006910	1	1	1	1
Np001G006920	1	1	1	1
Np001G006930	1	1	1	1
Np001G006960	1	0	0	0
Np001G006970	1	1	1	1
Np001G006980	1	1	1	0
Np001G006990	1	1	1	1
Np001G007000	1	1	1	1
Np001G007010	1	1	1	1
Np001G007020	1	1	0	1
Np001G007030	1	1	1	1
Np001G007050	1	1	1	1
Np001G007060	1	1	1	1
Np001G007070	1	1	1	1
Np001G007080	0	0	0	0
Np001G007090	1	1	1	1
Np001G007100	1	1	1	1
Np001G007110	0	1	0	1
Np001G007120	0	0	0	0
Np001G007130	0	1	1	1
Np001G007140	1	0	0	0
Np001G007150	1	1	1	1
Np001G007160	1	1	1	0
Np001G007170	1	1	1	1
Np001G007190	0	1	1	1
Np001G007200	1	1	1	1
Np001G007210	1	1	1	1
Np001G007220	1	1	1	1
Np001G007230	1	1	1	1
Np001G007240	1	1	1	1
Np001G007260	1	1	1	1
Np001G007270	1	1	1	1
Np001G007280	1	1	1	1
Np001G007290	1	1	1	1
Np001G007300	1	1	1	1
Np001G007320	1	1	1	1
Np001G007330	0	1	1	1
Np001G007350	1	1	1	1
Np001G007360	1	1	1	1
Np001G007380	1	0	0	0
Np001G007390	0	1	1	1
Np001G007400	1	1	1	1
Np001G007410	0	0	0	0
Np001G007420	1	1	1	1
Np001G007430	1	1	0	0
Np001G007440	1	1	1	1
Np001G007450	0	1	1	1
Np001G007470	1	1	1	1
Np001G007490	0	0	0	0
Np001G007500	1	1	1	1
Np001G007510	1	1	1	1
Np001G007530	1	1	1	1
Np001G007540	0	1	1	1
Np001G007550	1	1	1	1
Np001G007560	1	1	1	1
Np001G007570	1	0	0	1
Np001G007580	1	1	1	1
Np001G007590	1	1	1	1
Np001G007610	1	1	1	1
Np001G007620	1	1	1	1
Np001G007660	1	0	0	0
Np001G007670	1	1	1	1
Np001G007680	1	1	1	1
Np001G007690	1	1	1	1
Np001G007700	1	1	1	1
Np001G007720	1	1	1	1
Np001G007750	1	1	1	1
Np001G007770	1	1	1	1
Np001G007780	1	0	1	1
Np001G007810	1	0	0	0
Np001G007820	1	1	1	1
Np001G007830	1	1	1	1
Np001G007840	1	1	1	1
Np001G007860	1	0	0	0
Np001G007870	1	1	1	1
Np001G007880	1	0	0	0
Np001G007890	1	1	1	1
Np001G007900	1	1	1	1
Np001G007910	1	1	1	1
Np001G007920	1	1	1	1
Np001G007930	1	1	1	1
Np001G007970	0	0	0	1
Np001G007980	0	0	0	0
Np001G008040	1	0	0	0
Np001G008050	0	0	0	0
Np001G008060	0	0	0	0
Np001G008110	1	0	0	0
Np001G008130	0	1	1	0
Np001G008160	0	1	0	0
Np001G008170	0	0	0	0
Np001G008180	0	0	0	0
Np001G008190	0	0	0	1
Np001G008200	0	0	0	0
Np001G008220	1	1	1	0
Np001G008260	0	0	0	0
Np001G008270	0	0	0	0
Np001G008300	1	0	0	0
Np001G008310	0	0	0	0
Np001G008320	0	0	0	0
Np001G008330	1	0	0	0
Np001G008350	1	0	0	0
Np001G008360	1	0	0	0
Np001G008370	1	0	0	1
Np001G008380	1	0	0	0
Np001G008390	1	0	0	0
Np001G008400	0	0	0	0
Np001G008410	1	0	0	0
Np001G008420	1	0	0	0
Np001G008440	1	1	1	1
Np001G008450	1	1	1	1
Np001G008470	1	1	1	1
Np001G008480	1	1	1	1
Np001G008490	1	1	1	1
Np001G008500	1	1	1	1
Np001G008510	0	0	1	1
Np001G008520	1	1	1	1
Np001G008530	1	1	1	1
Np001G008540	1	1	1	1
Np001G008550	1	1	1	1
Np001G008560	1	0	0	0
Np001G008600	1	0	0	0
Np001G008610	1	1	1	1
Np001G008620	1	1	1	1
Np001G008630	1	1	1	1
Np001G008640	0	0	0	0
Np001G008650	0	1	1	1
Np001G008660	1	1	1	1
Np001G008670	1	0	0	0
Np001G008690	1	1	1	1
Np001G008700	0	1	1	1
Np001G008710	1	1	1	1
Np001G008720	1	1	1	1
Np001G008730	1	1	1	1
Np001G008740	1	1	1	1
Np001G008750	1	0	0	1
Np001G008760	1	1	1	1
Np001G008770	1	1	1	1
Np001G008780	1	0	0	0
Np001G008790	1	1	1	1
Np001G008800	1	1	1	1
Np001G008810	0	1	1	1
Np001G008820	1	1	1	1
Np001G008840	1	1	1	1
Np001G008850	1	1	1	0
Np001G008860	1	1	1	1
Np001G008870	1	1	1	1
Np001G008880	1	1	1	1
Np001G008890	1	0	0	0
Np001G008900	1	1	1	1
Np001G008910	1	1	1	1
Np001G008920	1	1	1	1
Np001G008930	1	1	1	1
Np001G008940	1	1	1	1
Np001G008950	1	1	1	1
Np001G008960	0	0	0	0
Np001G008970	1	0	1	0
Np001G008980	0	1	1	1
Np001G009010	1	1	1	1
Np001G009020	1	1	1	1
Np001G009040	1	0	0	0
Np001G009050	1	0	0	0
Np001G009070	0	1	1	0
Np001G009080	1	1	1	1
Np001G009090	1	1	1	0
Np001G009100	1	1	1	1
Np001G009110	0	1	1	1
Np001G009120	1	1	1	1
Np001G009130	0	0	0	1
Np001G009140	0	1	1	1
Np001G009150	0	0	0	1
Np001G009160	1	1	1	1
Np001G009170	1	1	1	1
Np001G009180	0	0	0	0
Np001G009190	1	1	1	1
Np001G009200	0	0	1	1
Np001G009210	1	1	1	1
Np001G009220	1	1	1	1
Np001G009230	0	0	0	0
Np001G009240	1	1	1	1
Np001G009250	0	1	1	1
Np001G009260	1	1	1	1
Np001G009270	0	1	1	1
Np001G009280	1	1	1	1
Np001G009290	1	1	1	1
Np001G009300	0	1	1	1
Np001G009310	1	1	1	0
Np001G009320	1	1	1	1
Np001G009330	1	1	1	1
Np001G009340	1	1	1	1
Np001G009350	1	1	1	0
Np001G009370	1	0	0	0
Np001G009380	0	1	1	0
Np001G009390	1	1	1	1
Np001G009410	1	1	1	0
Np001G009420	0	1	1	1
Np001G009440	0	1	1	1
Np001G009450	1	1	1	1
Np001G009460	1	1	1	1
Np001G009470	1	0	0	0
Np001G009480	1	1	1	1
Np001G009490	1	0	0	1
Np001G009500	1	1	1	1
Np001G009520	1	1	1	1
Np001G009530	1	0	0	0
Np001G009540	0	0	0	1
Np001G009550	0	1	1	1
Np001G009560	1	1	1	1
Np001G009570	1	1	1	1
Np001G009580	0	0	0	0
Np001G009590	1	0	0	0
Np001G009600	1	0	0	0
Np001G009610	1	0	0	0
Np001G009620	1	1	1	1
Np001G009630	1	1	1	1
Np001G009660	0	0	0	0
Np001G009680	0	1	1	1
Np001G009690	0	1	1	1
Np001G009700	0	1	1	1
Np001G009710	1	1	1	1
Np001G009720	1	1	1	1
Np001G009730	1	1	1	1
Np001G009750	1	1	1	1
Np001G009760	1	0	0	1
Np001G009780	1	1	1	1
Np001G009790	1	1	1	1
Np001G009800	0	1	1	1
Np001G009810	1	1	1	1
Np001G009820	0	1	1	1
Np001G009830	1	1	1	1
Np001G009850	1	1	0	0
Np001G009860	1	0	0	0
Np001G009880	1	1	1	1
Np001G009890	1	1	1	1
Np001G009900	1	1	1	1
Np001G009910	1	1	1	1
Np001G009920	1	0	0	0
Np001G009930	0	0	0	0
Np001G009940	1	1	1	1
Np001G009990	1	0	0	0
Np001G010000	1	1	1	1
Np001G010020	0	1	1	1
Np001G010030	0	1	1	1
Np001G010040	1	1	1	1
Np001G010070	0	1	1	0
Np001G010080	1	1	1	1
Np001G010090	1	1	1	1
Np001G010100	1	1	1	1
Np001G010120	1	1	1	1
Np001G010140	0	0	0	0
Np001G010150	1	0	0	0
Np001G010160	1	1	1	1
Np001G010170	1	1	1	0
Np001G010180	1	1	1	1
Np001G010200	1	1	1	1
Np001G010210	1	1	1	1
Np001G010220	1	0	0	0
Np001G010230	1	0	0	0
Np001G010240	1	1	1	1
Np001G010250	1	1	1	1
Np001G010260	1	1	1	0
Np001G010270	0	0	0	0
Np001G010300	1	1	1	1
Np001G010310	1	1	1	1
Np001G010320	1	1	1	1
Np001G010330	1	1	1	1
Np001G010340	1	1	1	1
Np001G010350	0	1	1	1
Np001G010360	1	1	1	0
Np001G010370	1	1	1	1
Np001G010380	1	1	1	1
Np001G010390	1	1	1	1
Np001G010410	1	1	1	0
Np001G010420	1	1	1	0
Np001G010430	1	1	1	1
Np001G010440	0	0	0	0
Np001G010470	1	0	0	0
Np001G010480	0	1	1	1
Np001G010500	1	1	1	1
Np001G010510	1	1	1	1
Np001G010520	1	1	1	1
Np001G010530	1	1	1	1
Np001G010550	1	1	1	1
Np001G010560	1	1	1	0
Np001G010570	1	1	1	1
Np001G010580	0	1	1	0
Np001G010590	1	0	0	0
Np001G010610	0	0	0	1
Np001G010620	1	1	1	1
Np001G010630	1	1	1	1
Np001G010640	1	1	1	1
Np001G010670	1	1	1	1
Np001G010680	1	1	1	1
Np001G010690	1	1	1	1
Np001G010700	1	0	0	0
Np001G010710	0	0	0	0
Np001G010720	1	1	1	1
Np001G010730	1	1	1	1
Np001G010740	1	1	1	1
Np001G010750	1	1	0	0
Np001G010760	1	1	1	1
Np001G010770	1	0	0	0
Np001G010780	1	1	1	1
Np001G010790	1	1	1	1
Np001G010800	1	1	1	1
Np001G010810	1	0	0	0
Np001G010820	1	1	1	1
Np001G010830	1	1	1	1
Np001G010840	1	1	1	0
Np001G010850	0	1	1	1
Np001G010870	1	1	1	1
Np001G010890	1	0	0	0
Np001G010900	0	0	0	0
Np001G010920	1	1	1	1
Np001G010930	1	1	1	1
Np001G010940	1	1	1	1
Np001G010950	1	0	0	1
Np001G010960	1	1	1	1
Np001G010970	1	1	1	1
Np001G010980	1	1	1	1
Np001G010990	0	1	1	1
Np001G011000	0	1	1	1
Np001G011010	0	1	1	1
Np001G011020	1	1	1	1
Np001G011050	0	1	1	1
Np001G011060	1	1	1	1
Np001G011070	1	1	1	1
Np001G011090	1	1	1	1
Np001G011110	0	0	1	1
Np001G011120	0	0	0	0
Np001G011130	1	1	1	1
Np001G011140	1	1	1	1
Np001G011150	1	0	0	0
Np001G011170	1	1	1	1
Np001G011180	1	1	1	1
Np001G011190	1	1	1	1
Np001G011200	1	1	1	0
Np001G011210	1	1	1	1
Np001G011220	1	1	1	1
Np001G011230	1	0	0	0
Np001G011240	1	1	1	1
Np001G011250	1	1	1	0
Np001G011260	1	1	1	1
Np001G011270	0	1	1	1
Np001G011290	1	1	1	1
Np001G011300	0	0	0	0
Np001G011310	0	0	0	0
Np001G011330	1	1	1	1
Np001G011340	1	1	1	1
Np001G011370	1	1	1	0
Np001G011380	1	1	1	1
Np001G011390	1	0	0	0
Np001G011410	0	1	1	1
Np001G011420	1	1	1	1
Np001G011430	1	1	1	1
Np001G011440	1	1	1	1
Np001G011450	1	1	1	1
Np001G011460	0	0	0	0
Np001G011470	1	1	1	1
Np001G011480	1	1	1	1
Np001G011490	0	1	1	1
Np001G011520	1	0	0	0
Np001G011530	1	1	1	1
Np001G011540	0	1	1	0
Np001G011550	1	0	1	0
Np001G011560	0	0	0	1
Np001G011570	0	0	0	0
Np001G011580	0	0	1	0
Np001G011590	0	0	0	0
Np001G011600	1	1	1	1
Np001G011610	0	0	0	0
