Gene	Assembled_transcripts	A.lyrata.pep	A.thaliana.pep	B.rapa.pep
Cg001G006460	0	1	1	1
Cg001G006470	1	1	1	1
Cg001G006490	1	1	1	0
Cg001G006510	1	1	1	0
Cg001G006520	1	1	1	1
Cg001G006530	1	1	1	1
Cg001G006540	1	1	1	1
Cg001G006550	1	1	1	1
Cg001G006560	0	1	1	1
Cg001G006570	0	1	1	1
Cg001G006590	1	1	1	1
Cg001G006600	1	1	1	1
Cg001G006610	1	0	0	0
Cg001G006620	1	0	0	0
Cg001G006630	1	1	1	1
Cg001G006640	1	1	1	1
Cg001G006650	1	0	0	0
Cg001G006660	1	0	0	0
Cg001G006670	1	1	1	1
Cg001G006680	1	1	1	1
Cg001G006690	1	1	1	1
Cg001G006700	1	1	1	1
Cg001G006710	1	1	1	1
Cg001G006720	1	1	1	1
Cg001G006730	1	1	1	1
Cg001G006740	1	0	1	0
Cg001G006750	0	1	1	1
Cg001G006760	1	1	1	1
Cg001G006770	1	0	0	1
Cg001G006780	1	1	1	1
Cg001G006790	1	1	1	0
Cg001G006800	1	1	1	0
Cg001G006810	1	1	1	1
Cg001G006820	1	1	1	1
Cg001G006830	1	1	1	1
Cg001G006840	1	1	1	1
Cg001G006850	1	0	0	0
Cg001G006860	1	1	1	0
Cg001G006870	1	1	1	1
Cg001G006880	1	1	1	1
Cg001G006890	1	1	1	1
Cg001G006900	1	1	1	1
Cg001G006910	1	1	1	0
Cg001G006920	1	1	1	1
Cg001G006930	1	1	1	1
Cg001G006940	1	1	1	1
Cg001G006950	1	1	1	1
Cg001G006960	1	1	1	1
Cg001G006970	1	1	1	1
Cg001G006980	1	1	1	1
Cg001G006990	1	1	1	1
Cg001G007000	1	1	1	1
Cg001G007010	0	1	1	1
Cg001G007020	1	1	1	1
Cg001G007030	1	1	1	1
Cg001G007040	1	1	1	1
Cg001G007050	1	1	1	1
Cg001G007060	1	1	1	0
Cg001G007070	1	1	1	1
Cg001G007080	1	1	1	1
Cg001G007090	1	1	1	1
Cg001G007100	1	1	1	1
Cg001G007110	1	1	1	1
Cg001G007120	1	1	1	1
Cg001G007130	1	1	1	1
Cg001G007140	1	1	1	1
Cg001G007150	1	1	1	1
Cg001G007160	1	1	1	1
Cg001G007170	1	1	1	1
Cg001G007180	1	1	1	1
Cg001G007190	1	1	1	1
Cg001G007200	0	1	1	1
Cg001G007210	1	1	1	1
Cg001G007220	1	1	1	1
Cg001G007230	1	1	1	1
Cg001G007240	1	1	1	1
Cg001G007250	1	1	1	1
Cg001G007260	1	1	1	1
Cg001G007270	1	1	1	1
Cg001G007290	1	1	1	1
Cg001G007300	1	1	1	1
Cg001G007310	1	1	1	1
Cg001G007320	0	1	1	1
Cg001G007330	1	1	1	1
Cg001G007340	1	1	1	1
Cg001G007350	1	1	1	1
Cg001G007360	1	1	1	1
Cg001G007370	1	1	1	1
Cg001G007380	1	1	1	1
Cg001G007390	1	1	1	1
Cg001G007400	1	1	1	1
Cg001G007410	1	1	1	1
Cg001G007420	1	1	1	1
Cg001G007440	1	1	1	1
Cg001G007450	1	1	1	1
Cg001G007460	1	0	0	0
Cg001G007470	1	1	1	1
Cg001G007480	1	1	1	1
Cg001G007490	1	1	1	1
Cg001G007500	1	1	1	1
Cg001G007510	1	1	1	1
Cg001G007520	1	1	0	1
Cg001G007530	1	1	1	1
Cg001G007540	1	1	1	1
Cg001G007550	1	1	1	1
Cg001G007560	1	1	1	1
Cg001G007570	1	1	1	1
Cg001G007580	1	1	1	1
Cg001G007590	1	1	1	1
Cg001G007600	1	1	1	1
Cg001G007610	1	1	1	1
Cg001G007620	0	1	1	0
Cg001G007630	1	1	1	0
Cg001G007650	1	1	1	0
Cg001G007660	0	1	1	1
Cg001G007680	1	1	1	1
Cg001G007690	1	1	1	0
Cg001G007700	1	1	1	1
Cg001G007710	0	1	1	1
Cg001G007720	1	1	1	1
Cg001G007730	1	1	1	1
Cg001G007740	1	1	1	1
Cg001G007750	1	1	1	1
Cg001G007760	1	1	1	1
Cg001G007770	1	1	1	1
Cg001G007780	1	1	1	1
Cg001G007790	1	1	1	1
Cg001G007800	1	1	1	1
Cg001G007810	1	0	1	1
Cg001G007820	1	1	1	1
Cg001G007830	1	1	1	1
Cg001G007850	0	1	1	1
Cg001G007860	1	0	0	0
Cg001G007870	1	0	0	0
Cg001G007900	1	0	0	0
Cg001G007910	1	1	1	0
Cg001G007920	1	1	1	1
Cg001G007930	1	1	1	1
Cg001G007940	1	1	1	1
Cg001G007950	1	1	1	1
Cg001G007960	1	1	1	1
Cg001G007970	1	1	1	0
Cg001G007980	1	1	1	1
Cg001G007990	1	1	1	1
Cg001G008000	1	1	1	1
Cg001G008010	0	1	1	1
Cg001G008020	1	0	0	0
Cg001G008030	1	1	1	0
Cg001G008040	1	1	1	0
Cg001G008050	1	1	1	1
Cg001G008060	1	1	1	1
Cg001G008070	1	1	1	1
Cg001G008080	0	1	0	0
Cg001G008090	1	1	1	1
Cg001G008100	1	1	1	1
Cg001G008120	0	0	0	0
Cg001G008130	1	1	1	1
Cg001G008140	1	1	1	1
Cg001G008150	0	0	1	0
Cg001G008160	1	1	1	1
Cg001G008170	1	1	1	1
Cg001G008180	1	1	1	1
Cg001G008190	0	1	1	1
Cg001G008200	1	1	1	1
Cg001G008210	1	1	1	1
Cg001G008220	1	1	1	1
Cg001G008230	0	1	1	1
Cg001G008240	1	1	1	1
Cg001G008250	1	1	1	1
Cg001G008260	1	1	1	1
Cg001G008270	1	1	1	1
Cg001G008280	1	1	1	1
Cg001G008290	1	1	1	1
Cg001G008300	1	0	0	0
Cg001G008310	1	1	1	1
Cg001G008320	1	1	1	1
Cg001G008330	1	1	1	0
Cg001G008340	1	1	1	0
Cg001G008350	1	1	1	1
Cg001G008360	0	1	1	0
Cg001G008370	0	0	0	0
Cg001G008380	0	1	1	1
Cg001G008390	0	0	0	0
Cg001G008400	1	0	0	0
Cg001G008410	1	1	1	1
Cg001G008420	1	1	1	1
Cg001G008430	1	1	1	1
Cg001G008440	1	1	1	1
Cg001G008450	1	1	1	1
Cg001G008460	1	1	1	1
Cg001G008470	1	1	1	1
Cg001G008500	1	1	1	1
Cg001G008550	1	1	0	1
Cg001G008560	0	1	1	0
Cg001G008570	1	1	1	1
Cg001G008580	1	1	1	1
Cg001G008590	1	1	1	1
Cg001G008600	0	0	0	0
Cg001G008610	1	1	1	1
Cg001G008620	1	1	1	1
Cg001G008640	1	1	1	1
Cg001G008650	1	1	1	1
Cg001G008660	1	1	1	1
Cg001G008670	1	1	1	1
Cg001G008680	0	1	1	1
Cg001G008690	1	1	1	1
Cg001G008700	1	1	1	0
Cg001G008710	0	1	1	1
Cg001G008720	1	1	1	1
Cg001G008730	1	1	1	1
Cg001G008740	1	1	1	1
Cg001G008750	1	1	1	1
Cg001G008760	1	1	1	0
Cg001G008770	1	0	0	0
Cg001G008780	1	1	1	1
Cg001G008790	0	0	0	0
Cg001G008800	1	0	0	0
Cg001G008810	1	1	1	1
Cg001G008820	0	1	1	1
Cg001G008830	1	1	1	1
Cg001G008860	1	1	1	1
Cg001G008870	1	0	0	1
Cg001G008880	1	0	1	1
Cg001G008890	0	0	0	0
Cg001G008900	1	1	1	1
Cg001G008910	0	0	0	0
Cg001G008920	1	0	0	0
Cg001G008930	1	0	1	1
Cg001G008940	1	0	1	1
Cg001G008950	1	1	1	1
Cg001G008960	1	1	1	1
Cg001G008970	1	1	1	0
Cg001G008980	1	1	1	0
Cg001G008990	1	0	1	1
Cg001G009000	1	1	1	1
Cg001G009010	1	1	1	1
Cg001G009030	1	1	1	1
Cg001G009040	1	1	1	1
Cg001G009050	1	1	1	1
Cg001G009060	1	1	1	1
Cg001G009070	0	1	1	1
Cg001G009080	1	1	1	1
Cg001G009090	1	1	1	1
Cg001G009100	1	1	1	1
Cg001G009110	1	1	1	1
Cg001G009120	1	1	1	1
Cg001G009130	1	1	1	1
Cg001G009140	1	1	1	0
Cg001G009150	1	1	1	1
Cg001G009160	1	1	1	1
Cg001G009170	1	1	1	1
Cg001G009180	1	1	1	1
Cg001G009190	1	1	1	1
Cg001G009200	1	1	1	1
Cg001G009210	1	1	1	1
Cg001G009220	1	1	1	1
Cg001G009230	0	1	1	1
Cg001G009240	1	1	1	1
Cg001G009250	1	1	1	1
Cg001G009260	1	1	1	1
Cg001G009270	1	1	1	1
Cg001G009280	0	1	1	1
Cg001G009290	1	1	1	1
Cg001G009300	1	1	1	1
Cg001G009310	1	1	1	1
Cg001G009320	1	1	1	1
Cg001G009330	1	1	1	1
Cg001G009340	1	1	1	1
Cg001G009350	1	1	1	1
Cg001G009360	1	1	1	1
Cg001G009370	1	1	1	1
Cg001G009380	1	1	1	1
Cg001G009390	1	1	1	1
Cg001G009400	0	1	1	1
