Gene	Assembled_transcripts	A.lyrata.pep	A.thaliana.pep	B.rapa.pep
Om001G001030	1	0	0	1
Om001G001040	1	1	1	1
Om001G001050	1	1	1	1
Om001G001060	0	0	0	0
Om001G001070	1	1	1	1
Om001G001080	1	1	0	1
Om001G001090	1	1	1	1
Om001G001100	1	1	1	1
Om001G001110	1	1	1	1
Om001G001120	1	1	1	1
Om001G001130	0	0	0	0
Om001G001140	0	1	1	1
Om001G001150	0	0	0	0
Om001G001160	1	0	0	0
Om001G001170	1	0	0	0
Om001G001200	0	0	0	0
Om001G001210	1	0	0	0
Om001G001250	1	0	0	1
Om001G001260	1	0	0	0
Om001G001270	1	0	0	0
Om001G001280	1	0	0	0
Om001G001290	1	0	0	0
Om001G001300	1	0	0	0
Om001G001310	1	0	0	0
Om001G001320	0	1	1	1
Om001G001330	0	0	0	0
Om001G001340	1	1	1	1
Om001G001350	1	1	1	1
Om001G001360	1	1	1	1
Om001G001370	1	1	1	0
Om001G001380	1	1	1	1
Om001G001390	1	1	1	1
Om001G001400	1	0	0	0
Om001G001410	0	0	0	0
Om001G001420	1	1	1	1
Om001G001430	0	0	0	0
Om001G001440	1	1	1	1
Om001G001450	0	0	0	0
Om001G001460	1	0	0	0
Om001G001470	1	1	0	1
Om001G001490	1	1	1	1
Om001G001500	1	1	1	1
Om001G001510	1	1	1	0
Om001G001530	0	0	0	0
Om001G001540	1	1	1	1
Om001G001550	1	0	0	0
Om001G001590	1	0	0	0
Om001G001600	1	1	1	0
Om001G001610	1	0	0	0
Om001G001620	1	0	1	0
Om001G001630	1	0	0	0
Om001G001640	1	0	0	0
Om001G001650	1	0	0	0
Om001G001670	1	0	0	0
Om001G001680	1	0	0	0
Om001G001700	1	0	0	0
Om001G001710	1	0	0	0
Om001G001730	0	1	1	1
Om001G001750	1	1	1	1
Om001G001760	1	1	1	1
Om001G001770	0	1	1	0
Om001G001780	1	1	1	1
Om001G001790	0	1	1	1
Om001G001800	1	1	1	0
Om001G001810	1	0	0	1
Om001G001820	1	0	0	0
Om001G001830	0	1	1	1
Om001G001840	1	1	1	1
Om001G001850	1	1	1	1
Om001G001860	0	0	0	0
Om001G001870	0	0	0	0
Om001G001880	0	0	0	0
Om001G001890	0	1	1	0
Om001G001900	0	0	0	0
Om001G001920	1	1	0	1
Om001G001930	1	0	1	1
Om001G001940	1	1	1	1
Om001G001950	0	0	0	0
Om001G001960	1	0	0	1
Om001G001970	1	1	1	1
Om001G001980	0	1	1	0
Om001G001990	1	1	1	1
Om001G002000	1	0	0	0
Om001G002010	0	0	0	0
Om001G002020	1	0	1	1
Om001G002030	0	1	1	1
Om001G002040	1	0	0	0
Om001G002060	1	0	0	0
Om001G002070	1	1	1	1
Om001G002090	1	1	1	1
Om001G002100	1	1	1	1
Om001G002110	1	0	0	0
Om001G002130	1	1	1	1
Om001G002140	1	1	1	1
Om001G002150	0	0	0	0
Om001G002160	1	1	1	1
Om001G002180	1	1	1	1
Om001G002190	1	1	1	1
Om001G002200	0	1	1	1
Om001G002210	1	1	1	1
Om001G002220	0	1	1	1
Om001G002230	1	1	1	1
Om001G002260	1	1	1	1
Om001G002280	0	0	0	0
Om001G002300	1	1	1	1
Om001G002310	1	1	1	1
Om001G002320	1	1	1	1
Om001G002330	0	1	1	1
Om001G002340	1	1	1	1
Om001G002350	1	1	0	1
Om001G002360	1	1	1	1
Om001G002370	1	1	1	1
Om001G002390	1	0	0	0
Om001G002400	1	0	0	0
Om001G002410	1	0	0	0
Om001G002420	1	0	0	0
Om001G002430	1	0	0	0
Om001G002440	0	1	1	1
Om001G002450	1	0	1	1
Om001G002460	0	1	1	1
Om001G002500	1	1	1	1
Om001G002510	1	0	0	0
Om001G002520	1	1	1	1
Om001G002530	0	0	0	1
Om001G002540	1	0	1	1
Om001G002550	0	1	1	1
Om001G002570	1	1	1	1
Om001G002580	1	0	0	0
Om001G002590	1	1	1	1
Om001G002600	1	1	1	1
Om001G002610	0	1	1	1
Om001G002620	1	1	1	1
Om001G002630	1	1	1	1
Om001G002650	0	1	1	0
Om001G002660	1	1	1	1
Om001G002670	1	1	1	1
Om001G002680	0	1	1	1
Om001G002700	0	1	0	1
Om001G002710	1	1	0	1
Om001G002720	0	1	1	1
Om001G002730	0	0	0	0
Om001G002740	1	1	1	1
Om001G002760	1	1	1	1
Om001G002780	1	0	0	0
Om001G002790	1	0	0	0
Om001G002800	0	1	1	1
Om001G002810	1	1	1	1
Om001G002820	1	1	1	1
Om001G002830	0	0	0	0
Om001G002840	0	1	1	1
Om001G002850	1	1	1	1
Om001G002860	1	1	1	1
Om001G002870	1	1	1	1
Om001G002880	1	0	0	0
Om001G002890	0	0	0	0
Om001G002920	0	1	1	1
Om001G002930	1	1	1	0
Om001G002940	1	0	0	0
Om001G002950	1	1	1	1
Om001G002960	1	1	1	1
Om001G002970	1	1	0	1
Om001G002980	1	1	1	1
Om001G002990	0	0	0	0
Om001G003000	1	1	1	1
Om001G003010	0	1	0	1
Om001G003020	1	1	1	1
Om001G003030	1	1	1	0
Om001G003040	1	1	1	1
Om001G003050	1	1	1	0
Om001G003060	1	0	0	0
Om001G003080	1	0	0	0
Om001G003090	1	0	0	0
Om001G003100	1	0	1	0
Om001G003110	0	0	0	0
Om001G003120	0	0	1	1
Om001G003130	1	1	1	1
Om001G003140	1	0	0	0
Om001G003150	0	0	0	0
Om001G003170	0	0	1	1
Om001G003190	0	0	0	0
Om001G003210	1	1	1	1
Om001G003220	0	1	1	0
Om001G003230	1	1	1	1
Om001G003240	1	1	1	1
Om001G003250	1	1	1	1
Om001G003260	0	1	1	0
Om001G003270	0	0	0	0
Om001G003280	0	1	0	0
Om001G003300	1	0	0	0
Om001G003310	1	0	0	0
Om001G003320	0	0	0	0
Om001G003330	0	0	0	0
Om001G003340	1	1	1	0
Om001G003350	1	0	0	0
Om001G003360	1	1	1	1
Om001G003370	0	0	0	1
Om001G003380	1	0	0	0
Om001G003390	0	1	1	1
Om001G003410	1	1	1	1
Om001G003430	1	0	0	0
Om001G003440	0	0	0	0
Om001G003500	1	1	1	1
Om001G003510	1	1	1	1
Om001G003520	1	0	0	0
Om001G003530	1	1	1	1
Om001G003540	1	0	0	0
Om001G003570	1	1	1	1
Om001G003580	0	1	1	1
Om001G003590	1	0	0	1
Om001G003600	1	1	1	1
Om001G003610	0	0	0	0
Om001G003620	1	1	0	0
Om001G003630	0	0	0	0
Om001G003640	1	1	1	1
Om001G003650	1	1	1	1
Om001G003670	0	0	0	0
Om001G003680	0	0	0	0
Om001G003690	0	0	0	0
Om001G003700	1	0	0	1
Om001G003710	1	0	0	0
Om001G003720	1	1	1	1
Om001G003730	0	1	1	1
Om001G003740	1	1	1	1
Om001G003750	1	1	1	1
Om001G003760	1	1	1	1
Om001G003770	0	0	0	0
Om001G003780	0	0	0	0
Om001G003810	1	0	0	0
Om001G003820	1	0	0	0
Om001G003830	0	1	1	1
Om001G003840	0	1	1	1
Om001G003850	0	0	0	0
Om001G003870	1	1	1	1
Om001G003880	1	0	0	0
Om001G003890	1	1	0	1
Om001G003900	0	0	1	0
Om001G003910	0	0	0	0
Om001G003920	0	1	1	0
Om001G003960	0	0	0	0
Om001G003970	1	1	1	1
Om001G003990	1	0	0	0
Om001G004000	0	0	0	0
Om001G004010	1	1	1	1
Om001G004020	1	0	0	0
Om001G004030	1	1	1	1
Om001G004040	0	1	1	1
Om001G004050	1	1	1	1
Om001G004080	1	1	1	1
Om001G004090	1	1	1	1
Om001G004100	1	1	1	1
Om001G004110	1	1	0	1
Om001G004120	1	1	1	1
Om001G004130	1	1	1	1
Om001G004140	1	1	1	0
Om001G004150	1	0	0	0
Om001G004160	1	1	1	1
Om001G004170	0	0	0	0
Om001G004190	1	1	1	1
Om001G004200	1	0	0	0
Om001G004210	1	1	1	1
Om001G004220	1	0	0	0
Om001G004240	1	0	0	0
Om001G004260	0	0	0	0
Om001G004270	1	1	1	1
Om001G004280	0	1	1	0
Om001G004300	0	0	0	0
Om001G004310	1	1	1	1
Om001G004320	1	0	0	0
Om001G004330	0	0	0	0
Om001G004340	1	1	0	1
Om001G004350	1	1	1	0
Om001G004360	0	1	1	1
Om001G004370	1	1	1	0
Om001G004380	1	0	0	0
Om001G004390	1	0	0	0
Om001G004400	0	1	1	1
Om001G004410	1	1	1	1
Om001G004420	1	1	1	1
Om001G004440	0	1	0	0
Om001G004450	1	0	0	0
Om001G004470	1	0	0	1
Om001G004490	0	0	0	0
Om001G004500	1	0	0	0
Om001G004520	1	0	0	0
Om001G004530	0	1	1	1
Om001G004550	1	0	0	0
Om001G004560	1	1	1	0
Om001G004570	1	1	1	1
Om001G004580	1	0	0	0
Om001G004590	1	1	1	1
Om001G004600	0	0	0	0
Om001G004610	1	0	0	0
Om001G004630	0	0	0	0
Om001G004640	1	1	1	1
Om001G004650	1	1	1	1
Om001G004660	0	1	1	1
Om001G004670	1	0	0	0
Om001G004680	1	0	0	1
Om001G004690	1	0	0	0
Om001G004700	0	0	0	0
Om001G004710	0	0	0	0
Om001G004750	1	1	1	1
Om001G004760	1	0	0	0
Om001G004770	1	1	1	1
Om001G004780	1	1	1	1
Om001G004790	1	1	1	1
Om001G004800	1	1	1	1
Om001G004810	1	0	0	0
Om001G004820	1	0	0	0
Om001G004830	1	0	0	0
Om001G004840	1	0	0	0
Om001G004850	1	0	0	0
Om001G004860	1	0	0	0
Om001G004870	1	0	0	0
Om001G004880	1	0	0	0
Om001G004890	1	0	0	0
Om001G004900	1	0	0	0
Om001G004910	1	1	1	1
Om001G004920	1	1	1	1
Om001G004930	1	0	0	0
Om001G004940	1	0	0	0
Om001G004950	1	0	0	0
Om001G004960	1	0	0	0
Om001G004970	1	0	0	0
Om001G004980	1	1	1	1
Om001G004990	0	1	1	1
Om001G005010	0	0	0	0
Om001G005020	1	1	1	1
Om001G005030	1	1	1	1
Om001G005070	0	0	0	0
Om001G005080	1	0	0	0
Om001G005100	0	0	0	0
Om001G005110	0	0	0	0
Om001G005140	1	0	0	1
Om001G005150	1	0	0	0
Om001G005160	0	0	0	0
Om001G005190	1	1	1	1
Om001G005200	0	0	0	0
Om001G005210	1	0	1	0
Om001G005220	1	1	1	1
Om001G005230	1	1	1	1
Om001G005240	1	1	1	1
Om001G005250	0	0	0	0
Om001G005260	1	1	1	1
Om001G005270	1	1	1	1
Om001G005280	1	0	0	0
Om001G005290	1	1	1	1
Om001G005300	1	1	1	0
Om001G005330	1	1	1	1
Om001G005340	1	1	1	0
Om001G005350	1	0	0	0
Om001G005360	1	1	1	1
Om001G005370	1	1	1	0
Om001G005390	1	1	1	1
Om001G005400	1	1	1	1
Om001G005410	1	1	1	1
Om001G005420	0	1	1	1
Om001G005430	1	1	1	1
Om001G005440	1	1	1	0
Om001G005460	0	1	1	1
Om001G005470	1	0	1	0
Om001G005480	0	1	1	0
Om001G005490	1	1	1	0
Om001G005500	0	1	1	1
Om001G005510	0	1	1	0
Om001G005520	0	0	0	0
Om001G005530	1	1	1	1
Om001G005540	1	1	1	1
Om001G005550	1	1	1	1
Om001G005560	1	1	1	1
Om001G005570	1	1	1	0
Om001G005580	1	1	1	1
Om001G005590	1	1	1	1
Om001G005600	0	1	1	1
Om001G005620	1	0	0	0
Om001G005630	0	0	0	0
Om001G005660	0	1	1	1
Om001G005680	0	0	0	0
Om001G005720	0	1	0	0
Om001G005730	1	1	1	1
Om001G005740	1	0	1	1
Om001G005750	1	1	1	1
Om001G005760	0	0	0	0
Om001G005770	1	1	1	1
Om001G005780	0	1	1	1
Om001G005790	1	1	1	1
Om001G005800	1	0	0	0
Om001G005810	1	1	1	1
Om001G005820	0	0	0	0
Om001G005830	1	1	1	1
Om001G005840	1	1	1	1
Om001G005850	0	0	0	0
Om001G005880	0	0	0	0
Om001G005910	1	1	1	0
Om001G005920	1	1	1	1
Om001G005940	1	0	0	1
Om001G005960	1	1	1	1
Om001G005970	0	1	1	1
Om001G005980	0	0	0	0
Om001G005990	1	1	1	1
Om001G006020	1	1	1	1
Om001G006030	0	0	1	0
Om001G006040	0	0	0	0
Om001G006050	1	1	1	1
Om001G006060	1	1	1	1
Om001G006070	1	1	1	1
Om001G006080	0	0	0	0
Om001G006090	1	0	0	0
Om001G006100	0	0	0	0
Om001G006140	1	1	1	1
Om001G006160	1	0	0	0
Om001G006170	1	1	1	1
Om001G006180	0	0	0	0
Om001G006190	0	0	0	0
Om001G006210	1	1	1	0
Om001G006220	1	1	1	1
Om001G006230	1	1	1	1
Om001G006240	1	1	1	1
Om001G006250	0	0	0	1
Om001G006270	0	0	0	0
Om001G006280	1	1	1	1
Om001G006290	1	1	1	1
Om001G006300	1	1	1	0
Om001G006320	1	1	0	1
Om001G006330	1	1	1	1
Om001G006340	0	0	0	0
Om001G006360	1	1	1	1
Om001G006370	1	0	0	0
Om001G006380	1	1	1	1
Om001G006390	1	1	1	1
Om001G006410	1	1	0	0
Om001G006420	1	1	1	1
Om001G006430	1	1	1	1
Om001G006440	0	1	1	1
Om001G006450	1	0	1	1
Om001G006460	0	1	1	1
Om001G006470	1	0	0	0
Om001G006480	1	1	1	0
Om001G006500	1	0	0	0
Om001G006510	1	1	1	1
Om001G006520	1	1	1	1
Om001G006530	1	1	1	1
Om001G006540	0	0	0	0
Om001G006550	1	1	1	1
Om001G006560	0	0	0	0
Om001G006570	1	0	0	0
Om001G006580	1	0	0	0
Om001G006590	0	1	1	0
Om001G006600	1	0	0	0
Om001G006620	0	1	1	1
Om001G006630	0	1	1	1
Om001G006640	1	0	0	0
Om001G006650	1	1	1	1
Om001G006660	1	0	1	1
Om001G006670	1	0	0	1
Om001G006680	1	0	0	0
Om001G006690	0	0	0	0
Om001G006700	0	0	0	0
Om001G006710	1	1	1	1
Om001G006720	1	1	1	1
Om001G006730	1	1	1	1
Om001G006760	1	1	1	1
Om001G006770	1	0	0	0
Om001G006780	1	1	1	1
Om001G006790	1	1	1	1
Om001G006800	1	1	1	1
Om001G006810	0	0	0	0
Om001G006820	0	0	0	1
Om001G006830	1	0	0	0
Om001G006840	1	1	1	1
Om001G006850	1	1	1	1
Om001G006870	1	1	1	1
Om001G006880	1	1	1	1
Om001G006890	0	1	1	1
Om001G006900	1	1	1	1
Om001G006910	1	1	1	1
Om001G006920	0	0	0	0
Om001G006930	0	1	0	0
Om001G006940	1	1	1	1
Om001G006950	0	0	0	0
Om001G006960	1	1	1	1
Om001G006970	1	1	1	1
Om001G006980	0	1	1	0
Om001G006990	0	1	1	0
Om001G007000	0	1	1	1
Om001G007010	1	1	1	0
Om001G007020	1	1	1	1
Om001G007030	1	1	1	1
Om001G007040	1	1	1	1
Om001G007050	1	1	1	0
Om001G007060	0	1	1	1
Om001G007070	0	1	1	1
Om001G007080	1	1	1	1
Om001G007090	0	1	0	1
Om001G007100	0	1	1	1
Om001G007110	1	1	1	1
Om001G007120	0	1	1	1
Om001G007130	0	0	0	0
Om001G007150	0	0	0	0
Om001G007190	1	0	0	0
Om001G007220	0	0	0	1
Om001G007230	1	0	0	1
Om001G007240	1	1	1	1
Om001G007250	1	1	0	0
Om001G007260	1	1	1	1
Om001G007270	1	1	1	1
Om001G007280	0	1	1	1
Om001G007290	0	0	0	0
Om001G007300	1	0	0	0
Om001G007310	1	0	0	0
Om001G007330	0	0	0	0
Om001G007390	1	1	1	1
Om001G007400	1	1	1	1
Om001G007420	1	1	1	1
Om001G007430	1	1	1	1
Om001G007440	1	1	1	0
Om001G007450	1	1	0	0
Om001G007460	1	1	1	0
Om001G007470	1	1	1	0
Om001G007480	1	1	1	1
Om001G007490	1	1	1	1
Om001G007500	1	1	1	0
Om001G007510	1	1	1	1
Om001G007530	0	0	1	1
Om001G007540	1	1	1	0
Om001G007550	1	1	1	1
Om001G007570	1	0	0	0
Om001G007580	1	0	0	0
Om001G007590	1	1	1	1
Om001G007600	1	1	1	1
Om001G007610	1	1	1	1
Om001G007620	1	1	1	1
Om001G007640	1	0	0	0
Om001G007670	0	0	0	0
Om001G007680	0	0	0	0
Om001G007690	0	0	0	0
Om001G007710	0	0	0	1
Om001G007720	1	1	1	1
Om001G007730	1	0	0	0
Om001G007740	1	0	0	0
Om001G007750	1	0	0	0
Om001G007760	0	0	0	0
Om001G007770	1	0	0	0
Om001G007780	1	0	0	0
Om001G007790	1	1	1	1
Om001G007800	1	1	1	1
Om001G007810	0	0	0	0
Om001G007820	1	1	1	1
Om001G007830	1	1	1	1
Om001G007850	1	0	0	1
Om001G007860	0	1	1	0
Om001G007870	1	1	1	1
Om001G007880	0	1	1	1
Om001G007890	1	1	1	1
Om001G007900	1	1	1	1
Om001G007910	1	1	1	1
Om001G007920	1	0	0	0
Om001G007930	0	0	0	0
Om001G007940	0	1	1	1
Om001G007950	0	0	0	0
Om001G007960	1	1	1	1
Om001G007980	1	1	1	1
Om001G007990	1	1	1	1
Om001G008000	1	1	1	1
Om001G008010	0	1	1	1
Om001G008040	1	0	0	0
Om001G008060	1	1	1	1
Om001G008070	1	1	1	1
Om001G008080	1	0	0	0
Om001G008090	1	1	1	1
Om001G008100	1	1	1	1
Om001G008110	1	1	0	1
Om001G008130	0	0	0	0
Om001G008140	1	1	0	1
Om001G008150	1	1	1	1
Om001G008160	1	1	1	0
Om001G008170	1	0	0	0
Om001G008190	1	1	1	1
Om001G008200	1	1	1	1
Om001G008230	1	1	1	0
Om001G008240	1	1	1	1
Om001G008280	1	0	0	0
Om001G008300	1	1	1	1
Om001G008340	1	1	1	1
Om001G008350	1	1	1	1
Om001G008360	1	1	1	0
Om001G008370	1	1	1	0
Om001G008380	1	1	1	1
Om001G008390	1	1	1	1
Om001G008400	1	1	1	1
Om001G008410	0	0	0	1
Om001G008480	1	0	0	0
Om001G008500	0	0	0	0
Om001G008510	0	0	0	0
Om001G008520	1	1	1	1
Om001G008530	1	1	1	1
Om001G008540	1	1	1	0
Om001G008550	1	1	1	1
Om001G008570	1	1	1	1
Om001G008580	0	1	1	1
Om001G008590	1	1	1	1
Om001G008600	1	0	0	0
Om001G008610	1	1	1	1
Om001G008620	0	0	0	0
Om001G008630	1	1	1	1
Om001G008640	1	1	1	0
Om001G008650	1	1	1	1
Om001G008660	1	1	1	0
Om001G008700	1	0	0	0
Om001G008720	1	0	0	1
Om001G008740	1	1	1	1
Om001G008760	1	1	1	1
Om001G008770	1	1	1	1
Om001G008780	1	1	1	1
Om001G008790	1	1	1	1
Om001G008800	1	0	0	0
Om001G008810	1	1	1	1
Om001G008820	1	0	0	1
Om001G008860	1	1	1	1
Om001G008870	1	1	1	1
Om001G008880	1	0	0	0
Om001G008890	1	0	0	0
Om001G008900	1	1	1	1
Om001G008910	1	1	1	1
Om001G008930	1	1	1	1
Om001G008940	1	1	1	1
Om001G008950	1	1	1	1
Om001G008960	0	0	0	0
Om001G008970	1	1	1	0
Om001G008990	1	0	0	0
Om001G009000	1	1	1	1
Om001G009010	1	1	1	1
Om001G009020	0	1	1	1
Om001G009030	1	0	0	0
Om001G009040	1	1	1	1
Om001G009060	1	1	1	1
Om001G009080	1	1	1	0
Om001G009110	1	1	1	0
Om001G009120	1	0	0	0
Om001G009130	1	0	0	0
Om001G009140	1	1	1	1
Om001G009150	1	1	1	1
Om001G009160	1	1	1	1
Om001G009170	1	1	1	1
Om001G009180	1	0	0	0
Om001G009190	1	1	1	1
Om001G009200	1	1	1	0
Om001G009210	0	0	0	0
Om001G009220	1	1	1	0
Om001G009230	1	1	1	1
Om001G009240	1	1	1	1
Om001G009250	1	1	1	1
Om001G009260	1	1	0	0
Om001G009290	1	1	1	1
Om001G009300	1	0	0	0
Om001G009310	0	0	0	0
Om001G009320	0	1	1	1
Om001G009330	0	0	0	0
Om001G009340	0	0	0	0
Om001G009350	1	1	1	1
Om001G009360	1	1	1	1
Om001G009370	0	1	0	0
Om001G009380	1	1	1	1
Om001G009390	1	0	0	0
Om001G009400	0	0	0	0
Om001G009410	1	1	1	1
Om001G009420	1	1	1	1
Om001G009430	0	0	0	0
Om001G009440	1	1	1	1
Om001G009450	1	1	1	1
Om001G009470	0	0	0	0
Om001G009500	0	1	1	1
Om001G009520	0	0	0	0
Om001G009530	1	0	0	0
Om001G009540	1	1	1	1
Om001G009550	1	1	1	1
Om001G009560	1	1	1	1
Om001G009580	1	0	0	1
Om001G009590	1	1	1	1
Om001G009600	1	0	0	0
Om001G009610	1	0	0	1
Om001G009620	1	1	1	1
Om001G009650	0	1	1	1
Om001G009660	1	1	1	1
Om001G009690	1	1	0	1
Om001G009700	1	1	1	1
Om001G009710	1	1	1	1
Om001G009720	1	1	1	0
Om001G009730	0	1	1	1
Om001G009740	1	1	1	1
Om001G009750	1	1	1	1
Om001G009760	1	1	1	1
Om001G009770	1	1	1	1
Om001G009780	1	1	1	1
Om001G009790	1	0	0	0
Om001G009800	1	1	1	1
Om001G009820	1	1	1	1
Om001G009870	1	1	1	1
Om001G009880	1	1	1	1
Om001G009890	1	1	1	1
Om001G009900	0	0	0	0
Om001G009910	0	0	0	0
Om001G009920	1	1	1	1
Om001G009930	0	1	1	1
Om001G009950	0	0	0	0
Om001G009960	1	1	1	1
Om001G009970	1	1	1	1
Om001G009980	1	0	0	0
Om001G009990	1	1	1	1
Om001G010000	1	1	1	1
Om001G010040	1	1	0	0
Om001G010060	1	0	0	0
Om001G010070	1	0	0	0
Om001G010080	1	0	0	0
Om001G010090	1	0	0	0
Om001G010100	1	1	1	1
Om001G010110	1	1	1	1
Om001G010140	1	1	1	1
Om001G010150	1	0	0	0
Om001G010160	1	0	0	0
Om001G010170	0	0	0	0
Om001G010190	1	0	0	0
Om001G010200	1	1	0	1
Om001G010210	1	0	0	0
Om001G010220	1	0	0	0
Om001G010230	0	0	0	0
Om001G010240	1	1	0	1
Om001G010250	1	1	1	1
Om001G010300	0	0	0	0
Om001G010320	1	1	1	1
Om001G010340	0	0	0	0
Om001G010350	1	1	1	1
Om001G010360	1	1	1	1
Om001G010370	0	0	0	0
Om001G010380	1	0	0	0
Om001G010400	1	0	1	1
Om001G010410	1	1	1	0
Om001G010430	0	1	1	1
Om001G010440	0	1	1	1
Om001G010460	0	0	0	0
Om001G010480	1	1	1	1
Om001G010500	1	1	1	1
Om001G010510	1	1	1	1
Om001G010530	0	0	0	0
Om001G010540	0	1	1	1
Om001G010550	1	1	1	1
Om001G010560	1	1	1	1
Om001G010570	1	1	1	1
Om001G010600	0	1	1	1
Om001G010620	1	1	1	1
Om001G010630	1	1	1	1
Om001G010640	1	1	1	1
Om001G010650	0	1	1	1
Om001G010660	1	1	1	1
Om001G010670	1	0	0	0
Om001G010680	0	1	1	1
Om001G010710	1	0	0	0
Om001G010720	1	0	0	0
Om001G010740	1	0	0	1
Om001G010760	1	1	1	1
Om001G010770	0	0	0	0
Om001G010780	1	1	1	1
Om001G010790	0	0	0	0
Om001G010800	1	1	1	1
Om001G010810	1	1	1	1
Om001G010820	1	1	1	1
Om001G010830	1	1	1	1
Om001G010840	1	1	1	1
Om001G010850	1	1	1	1
Om001G010860	1	1	0	1
Om001G010870	1	1	1	1
Om001G010890	1	1	1	1
Om001G010900	1	0	0	0
Om001G010910	1	0	0	0
Om001G010920	1	1	1	0
Om001G010930	1	1	1	1
Om001G010940	1	1	1	1
Om001G010950	1	0	0	0
Om001G011010	1	1	1	1
Om001G011020	1	1	1	0
Om001G011030	1	1	1	1
Om001G011050	1	1	1	1
Om001G011060	1	0	1	1
Om001G011070	1	0	0	0
Om001G011080	1	1	1	1
Om001G011090	1	1	1	1
Om001G011100	0	1	1	1
Om001G011110	1	0	0	1
Om001G011120	1	1	1	1
Om001G011130	1	1	1	1
Om001G011140	1	1	1	1
Om001G011150	1	1	1	1
Om001G011160	1	0	0	0
Om001G011170	1	0	0	0
Om001G011180	1	0	0	0
Om001G011200	1	1	1	1
Om001G011210	1	0	1	0
Om001G011220	1	1	1	1
Om001G011230	0	0	0	0
Om001G011240	1	1	1	1
Om001G011250	1	1	1	1
Om001G011260	1	1	1	1
Om001G011270	0	1	1	1
Om001G011280	1	1	1	1
Om001G011290	1	1	1	0
Om001G011300	1	1	1	1
Om001G011310	1	1	1	1
Om001G011320	1	0	0	0
Om001G011330	0	0	0	0
Om001G011340	0	0	0	0
Om001G011350	1	0	0	0
Om001G011360	1	0	0	1
Om001G011370	1	0	0	0
Om001G011380	0	1	1	1
Om001G011390	1	1	1	0
Om001G011410	1	1	1	1
Om001G011430	0	0	0	0
Om001G011440	1	1	1	0
Om001G011450	1	1	1	1
Om001G011460	1	1	1	1
Om001G011480	1	1	1	1
Om001G011490	1	0	0	0
Om001G011500	1	0	0	0
Om001G011510	1	0	0	0
Om001G011520	1	0	0	0
Om001G011530	1	0	0	0
Om001G011540	1	1	1	1
Om001G011550	1	1	1	1
Om001G011560	0	0	0	0
Om001G011570	1	1	1	0
Om001G011580	1	1	1	1
Om001G011590	1	1	1	1
Om001G011600	1	1	1	0
Om001G011610	1	1	1	1
Om001G011620	1	1	1	1
Om001G011630	0	0	0	0
Om001G011640	1	0	0	0
Om001G011650	1	1	1	1
Om001G011660	1	1	1	1
Om001G011670	1	1	1	1
