Gene	Assembled_transcripts	A.lyrata.pep	A.thaliana.pep	B.rapa.pep
El001G000850	1	1	1	1
El001G000860	1	1	1	1
El001G000870	1	1	1	0
El001G000880	1	1	1	1
El001G000890	0	1	1	0
El001G000900	1	1	1	1
El001G000910	1	1	1	1
El001G000920	1	0	0	0
El001G000930	0	0	0	0
El001G000950	1	1	1	1
El001G000960	1	1	1	1
El001G000970	1	1	1	1
El001G000980	1	0	0	0
El001G000990	1	1	1	1
El001G001000	1	1	1	1
El001G001010	1	1	1	1
El001G001020	1	0	0	0
El001G001030	0	1	1	1
El001G001040	1	1	1	1
El001G001050	1	1	1	1
El001G001060	1	1	1	1
El001G001070	0	1	1	1
El001G001080	0	1	1	0
El001G001090	0	1	1	1
El001G001100	1	1	1	1
El001G001120	1	1	1	1
El001G001130	1	1	1	1
El001G001140	1	1	1	1
El001G001150	0	1	0	0
El001G001160	1	1	1	1
El001G001170	1	1	1	1
El001G001180	1	1	1	1
El001G001190	0	1	1	1
El001G001200	1	1	1	1
El001G001210	1	1	1	1
El001G001220	1	1	1	1
El001G001230	1	1	1	1
El001G001240	1	1	0	1
El001G001250	1	1	1	1
El001G001260	1	1	1	1
El001G001270	1	1	1	1
El001G001280	1	1	1	1
El001G001290	1	1	1	1
El001G001300	1	1	1	1
El001G001310	1	0	0	0
El001G001320	1	1	1	1
El001G001330	1	1	1	1
El001G001340	0	1	1	1
El001G001350	1	1	1	1
El001G001360	1	1	1	1
El001G001370	1	0	0	0
El001G001380	1	1	1	1
El001G001400	1	1	0	0
El001G001410	1	0	0	0
El001G001420	1	1	1	1
El001G001440	1	1	1	1
El001G001450	1	1	1	0
El001G001460	1	1	1	1
El001G001470	1	1	1	0
El001G001480	1	1	1	1
El001G001490	1	1	1	1
El001G001500	1	1	1	1
El001G001510	1	1	1	1
El001G001530	0	1	0	1
El001G001540	1	0	0	1
El001G001550	1	1	1	1
El001G001560	1	1	1	1
El001G001570	1	1	1	1
El001G001590	1	1	1	0
El001G001610	1	1	1	1
El001G001620	1	1	1	1
El001G001630	1	0	0	0
El001G001650	1	1	1	1
El001G001660	1	1	1	1
El001G001670	1	1	1	1
El001G001680	1	1	1	1
El001G001690	1	1	1	1
El001G001700	0	1	0	1
El001G001710	1	1	1	1
El001G001720	1	1	1	1
El001G001730	1	0	0	0
El001G001740	1	1	1	1
El001G001750	1	1	1	1
El001G001760	1	1	1	1
El001G001780	1	0	0	0
El001G001790	1	0	0	1
El001G001800	1	1	1	1
El001G001830	0	1	1	1
El001G001840	0	1	1	1
El001G001850	1	1	1	1
El001G001860	1	1	1	1
El001G001880	1	1	1	0
El001G001890	0	0	0	0
El001G001900	1	1	1	1
El001G001910	1	1	1	1
El001G001920	1	0	0	0
El001G001930	0	0	0	0
El001G001940	1	1	1	1
El001G001950	1	1	1	1
El001G001970	0	0	0	0
El001G001990	0	0	0	0
El001G002000	1	1	0	1
El001G002010	0	1	1	0
El001G002020	0	1	1	1
El001G002030	1	1	1	1
El001G002040	1	1	1	1
El001G002050	1	1	1	1
El001G002060	1	1	1	1
El001G002070	1	1	1	1
El001G002080	1	1	1	1
El001G002090	1	1	1	1
El001G002100	1	1	1	1
El001G002110	1	1	1	1
El001G002120	0	1	1	1
El001G002130	1	1	1	1
El001G002140	1	1	1	0
El001G002150	1	1	1	1
El001G002160	1	1	1	1
El001G002170	1	1	1	1
El001G002180	1	1	1	1
El001G002190	1	1	1	1
El001G002210	1	1	1	1
El001G002220	0	1	1	1
El001G002230	0	1	1	0
El001G002240	1	1	1	1
El001G002250	1	1	1	1
El001G002260	1	1	1	1
El001G002290	1	0	0	0
El001G002300	1	1	1	1
El001G002310	1	1	1	1
El001G002320	1	1	1	1
El001G002330	1	1	1	1
El001G002340	1	1	1	1
El001G002350	1	1	1	1
El001G002360	1	1	1	1
El001G002370	0	0	0	0
El001G002380	1	1	1	1
El001G002390	1	1	1	1
El001G002400	1	1	1	1
El001G002410	1	1	1	1
El001G002450	0	0	0	0
El001G002460	1	0	0	0
El001G002470	1	1	1	1
El001G002500	1	0	0	0
El001G002510	1	0	0	0
El001G002540	1	1	1	1
El001G002560	0	0	0	0
El001G002570	1	0	0	0
El001G002580	1	1	1	1
El001G002590	1	1	1	1
El001G002600	1	0	0	0
El001G002610	1	0	0	0
El001G002620	1	0	0	0
El001G002630	1	1	1	1
El001G002640	0	0	0	0
El001G002650	1	1	1	1
El001G002660	1	1	1	1
El001G002670	0	1	1	0
El001G002680	0	1	1	1
El001G002690	1	1	0	1
El001G002700	0	0	0	0
El001G002720	1	1	1	0
El001G002730	1	1	1	0
El001G002740	0	1	1	1
El001G002750	1	1	1	1
El001G002760	1	1	1	1
El001G002770	1	1	1	1
El001G002780	1	1	1	1
El001G002790	0	1	1	1
El001G002800	1	1	1	1
El001G002810	1	1	1	1
El001G002820	0	1	1	1
El001G002830	1	0	1	1
El001G002840	1	1	1	1
El001G002850	1	1	1	1
El001G002860	1	1	1	1
El001G002870	1	1	1	0
El001G002880	1	1	1	1
El001G002890	1	1	1	1
El001G002900	1	1	1	1
El001G002910	1	1	1	1
El001G002930	1	0	0	0
El001G002940	1	0	0	0
El001G002950	1	0	0	0
El001G002960	1	1	1	1
El001G002970	1	1	0	1
El001G002980	0	1	1	1
El001G002990	1	0	0	0
El001G003000	1	1	1	0
El001G003020	1	1	1	1
El001G003030	1	1	1	1
El001G003040	1	1	1	1
El001G003050	1	1	1	1
El001G003060	1	1	1	1
El001G003070	1	1	1	1
El001G003080	1	1	1	0
El001G003100	1	1	1	1
El001G003120	1	1	1	1
El001G003130	1	1	1	1
El001G003150	0	0	0	0
El001G003160	1	1	1	1
El001G003170	1	1	1	1
El001G003180	1	1	1	0
El001G003190	1	1	1	1
El001G003200	1	1	1	0
El001G003210	1	1	1	0
El001G003220	1	1	1	1
El001G003230	1	1	1	1
El001G003240	1	1	1	1
El001G003250	1	1	1	1
El001G003260	1	1	1	1
El001G003270	1	1	1	1
El001G003280	1	1	1	1
El001G003290	1	1	1	1
El001G003310	1	1	1	1
El001G003320	0	1	1	1
El001G003330	1	1	1	0
El001G003340	1	1	1	1
El001G003350	1	1	1	0
El001G003360	1	0	0	0
El001G003370	1	1	1	1
El001G003380	1	0	0	0
El001G003390	1	1	1	1
El001G003400	1	0	0	0
El001G003410	1	1	1	1
El001G003420	1	1	1	1
El001G003430	1	1	1	1
El001G003440	1	1	1	1
El001G003450	1	1	1	1
El001G003470	1	1	1	1
El001G003490	1	1	1	1
El001G003500	1	1	1	1
El001G003510	1	0	0	0
El001G003520	1	0	0	1
El001G003530	1	0	0	1
El001G003540	1	1	1	1
El001G003550	0	1	1	1
El001G003560	1	1	1	1
El001G003570	1	1	1	1
El001G003580	1	0	0	0
El001G003590	1	1	1	1
El001G003600	1	1	1	1
El001G003610	0	0	0	1
El001G003620	0	0	1	0
El001G003630	0	0	0	0
El001G003640	0	0	0	0
El001G003650	0	1	0	0
El001G003660	1	1	1	1
El001G003670	1	1	1	1
El001G003680	1	1	1	1
El001G003690	1	1	1	1
El001G003700	1	1	1	1
El001G003710	0	0	1	0
El001G003720	1	1	1	1
El001G003730	1	0	0	0
El001G003740	1	1	0	0
El001G003760	1	1	1	1
El001G003770	1	1	1	1
El001G003780	0	1	1	1
El001G003790	1	1	1	1
El001G003800	1	1	1	1
El001G003810	0	1	1	1
El001G003820	1	1	1	1
El001G003830	1	1	1	1
El001G003840	1	1	1	1
El001G003850	0	1	1	0
El001G003860	1	1	1	1
El001G003870	0	1	1	1
El001G003880	1	1	1	0
El001G003890	0	1	0	0
El001G003900	1	1	1	1
El001G003910	1	1	1	1
El001G003950	1	1	1	1
El001G003960	1	1	1	1
El001G003980	1	1	1	1
El001G003990	1	1	1	1
El001G004000	1	1	1	1
El001G004010	1	1	1	1
El001G004020	1	1	1	1
El001G004030	0	1	1	1
El001G004040	1	1	1	1
El001G004060	0	0	0	0
El001G004110	1	1	1	1
El001G004120	0	0	0	0
El001G004130	0	1	0	0
El001G004140	1	1	1	1
El001G004150	1	1	1	1
El001G004160	1	1	1	1
El001G004170	1	1	1	1
El001G004180	0	0	1	0
El001G004190	1	0	0	0
El001G004200	1	0	0	0
El001G004210	1	0	0	0
El001G004220	1	0	1	1
El001G004240	0	1	1	1
El001G004250	0	1	0	0
El001G004270	0	0	0	0
El001G004280	1	1	1	1
El001G004290	1	1	1	1
El001G004300	1	1	1	1
El001G004310	1	1	1	1
El001G004320	1	1	1	1
El001G004330	1	1	0	1
El001G004340	1	0	0	0
El001G004350	1	1	0	1
El001G004360	1	1	1	1
El001G004370	1	1	1	1
El001G004380	1	0	0	0
El001G004390	0	0	0	0
El001G004400	1	0	1	0
El001G004410	0	0	0	0
El001G004420	1	1	1	0
El001G004430	1	0	0	0
El001G004440	1	1	0	0
El001G004450	1	0	0	0
El001G004460	1	1	1	0
El001G004470	0	1	1	1
El001G004480	1	1	1	0
El001G004490	1	1	1	1
El001G004520	1	1	1	1
El001G004530	1	1	1	1
El001G004540	1	1	1	1
El001G004550	1	1	1	1
El001G004560	1	1	1	1
El001G004570	0	1	0	0
El001G004580	1	1	1	1
El001G004590	1	1	1	1
El001G004600	1	0	1	1
El001G004610	1	0	0	0
El001G004620	1	0	1	0
El001G004630	0	0	1	0
El001G004640	0	0	0	0
El001G004650	0	0	0	0
El001G004660	0	0	0	0
El001G004670	0	1	0	0
El001G004680	0	0	0	0
El001G004690	0	0	0	0
El001G004700	0	1	1	1
El001G004710	1	1	1	1
El001G004720	1	1	1	1
El001G004730	1	1	1	1
El001G004740	1	1	1	1
El001G004750	1	1	1	1
El001G004760	0	1	1	1
El001G004770	1	1	1	1
El001G004780	1	1	1	1
El001G004790	0	0	0	0
El001G004820	1	1	1	1
El001G004840	0	0	0	0
El001G004850	1	0	0	0
El001G004860	1	1	1	1
El001G004870	1	1	1	1
El001G004880	1	1	1	1
El001G004890	1	1	1	1
El001G004900	1	1	1	1
El001G004910	1	0	1	0
El001G004920	1	1	1	1
El001G004930	1	0	1	0
El001G004940	1	1	1	1
El001G004950	1	1	1	1
El001G004960	0	1	1	1
El001G004970	0	1	1	1
El001G004980	1	1	1	1
El001G004990	1	1	1	1
El001G005000	0	0	0	0
El001G005010	1	1	1	1
El001G005020	1	1	1	1
El001G005030	1	0	0	0
El001G005040	1	1	1	1
El001G005050	0	1	1	1
El001G005060	1	1	1	1
El001G005070	1	1	1	1
El001G005080	1	1	1	1
El001G005090	1	1	1	0
El001G005100	1	1	1	1
El001G005110	1	1	1	1
El001G005120	1	1	1	1
El001G005130	1	1	1	1
El001G005140	1	1	1	1
El001G005150	1	1	1	1
El001G005160	1	0	1	1
El001G005170	1	1	1	0
El001G005180	1	1	1	1
El001G005190	0	1	1	1
El001G005200	1	1	1	1
El001G005210	1	1	1	1
El001G005220	1	1	1	1
El001G005250	1	0	0	1
El001G005260	0	1	1	1
El001G005270	1	1	1	1
El001G005280	0	0	0	0
El001G005310	1	0	0	0
El001G005320	0	0	0	0
El001G005340	1	1	1	0
El001G005350	0	0	1	1
El001G005360	1	1	1	1
El001G005370	1	1	1	1
El001G005380	1	1	1	1
El001G005390	1	1	1	1
El001G005400	1	1	1	1
El001G005410	1	1	1	1
El001G005420	0	1	1	1
El001G005430	0	1	0	0
El001G005440	1	1	1	1
El001G005450	0	0	0	0
El001G005460	1	0	0	1
El001G005500	1	1	1	1
El001G005510	0	1	1	1
El001G005520	0	1	1	1
El001G005530	1	1	1	1
El001G005540	1	1	1	1
El001G005560	1	1	1	1
El001G005570	1	1	1	1
El001G005580	1	1	1	1
El001G005590	1	1	1	1
El001G005600	1	1	1	1
El001G005610	1	1	1	1
El001G005620	1	1	1	1
El001G005630	1	1	1	1
El001G005640	1	1	1	0
El001G005650	1	1	1	1
El001G005660	1	1	0	0
El001G005670	1	0	0	0
El001G005680	1	0	1	0
El001G005690	1	1	1	1
El001G005700	1	1	1	0
El001G005710	1	0	0	0
El001G005720	1	1	1	1
El001G005730	1	0	0	0
El001G005740	0	1	1	0
El001G005750	1	1	1	0
El001G005760	1	1	1	1
El001G005770	0	1	1	0
El001G005780	1	1	1	1
El001G005790	1	1	1	1
El001G005800	1	1	1	1
El001G005810	1	1	1	1
El001G005820	1	1	1	1
El001G005830	1	1	1	1
El001G005840	1	0	0	0
El001G005850	1	1	0	0
El001G005860	1	1	0	0
El001G005870	0	1	0	1
El001G005880	1	1	0	0
El001G005890	1	1	1	0
El001G005900	1	1	1	1
El001G005910	0	0	0	0
El001G005920	0	0	0	0
El001G005930	0	0	0	0
El001G005960	1	1	1	1
El001G005970	1	1	1	1
El001G005980	1	1	1	1
El001G005990	1	0	0	0
El001G006000	0	1	1	0
El001G006010	1	0	1	1
El001G006020	1	1	1	1
El001G006030	1	0	1	1
El001G006050	0	0	0	1
El001G006060	0	1	1	1
El001G006070	0	1	1	1
El001G006080	0	1	1	1
El001G006090	0	1	1	1
El001G006100	1	1	1	1
El001G006110	1	0	0	0
El001G006120	1	1	1	1
El001G006130	1	1	1	1
El001G006140	1	0	1	0
El001G006150	1	0	0	0
El001G006160	1	1	1	0
El001G006170	1	0	0	0
El001G006180	1	1	1	1
El001G006190	1	1	1	1
El001G006200	1	1	1	1
El001G006210	0	0	1	1
El001G006220	1	1	1	1
El001G006230	1	0	0	0
El001G006240	1	0	0	0
El001G006260	0	1	1	1
El001G006270	1	1	1	0
El001G006280	1	1	1	1
El001G006290	0	1	0	1
El001G006300	0	1	1	1
El001G006310	1	0	1	1
El001G006320	1	1	1	1
El001G006330	1	1	1	0
El001G006340	1	0	0	0
El001G006350	1	1	1	1
El001G006360	1	1	1	1
El001G006370	1	1	1	1
El001G006380	1	0	0	0
El001G006390	1	1	1	1
El001G006400	0	0	0	0
El001G006410	0	0	1	0
El001G006420	0	0	0	0
El001G006430	0	0	0	0
El001G006440	0	0	0	0
El001G006450	1	0	0	0
El001G006460	1	1	1	1
El001G006470	1	0	0	0
El001G006480	0	0	0	0
El001G006490	1	1	1	1
El001G006500	1	0	0	0
El001G006510	1	0	0	0
El001G006520	1	0	0	0
El001G006550	1	0	0	0
El001G006570	0	0	0	0
El001G006600	1	1	0	1
El001G006610	0	0	0	0
El001G006620	1	0	0	0
El001G006640	1	0	0	0
El001G006650	0	0	0	0
El001G006660	1	1	1	1
El001G006670	1	1	1	1
El001G006680	1	1	1	0
El001G006690	1	0	0	0
El001G006700	0	0	0	0
El001G006710	1	1	0	1
El001G006720	1	0	0	0
El001G006730	1	1	1	0
El001G006740	0	0	0	0
El001G006750	1	1	1	1
El001G006760	1	1	1	1
El001G006770	0	1	1	0
El001G006780	1	1	1	1
El001G006790	1	1	1	1
El001G006800	0	0	1	1
El001G006810	1	0	0	0
El001G006820	1	0	1	0
El001G006830	1	0	0	0
El001G006840	1	0	0	0
El001G006850	1	0	0	0
El001G006860	1	0	0	0
El001G006880	1	1	1	1
El001G006890	1	1	1	1
El001G006900	0	1	1	1
El001G006910	0	0	0	0
El001G006920	1	1	1	1
El001G006930	1	1	1	1
El001G006940	0	0	0	0
El001G006950	1	1	1	1
El001G006960	1	1	1	0
El001G006970	0	1	1	0
El001G006980	1	1	1	1
El001G007000	1	1	1	1
El001G007010	1	1	1	1
El001G007020	1	0	0	0
El001G007030	1	0	0	0
El001G007040	0	0	0	0
El001G007060	1	1	1	0
El001G007070	1	1	1	1
El001G007080	1	1	1	1
El001G007090	1	1	1	1
El001G007100	1	1	1	1
El001G007110	1	1	1	1
El001G007120	1	1	1	1
El001G007130	1	1	1	1
El001G007140	1	1	0	0
El001G007150	1	1	0	0
El001G007160	1	0	0	0
El001G007170	1	0	0	0
El001G007180	0	1	1	0
El001G007190	1	1	1	0
El001G007220	1	1	1	1
El001G007230	0	1	1	1
El001G007250	0	1	0	0
El001G007270	1	0	0	0
El001G007280	0	0	1	1
El001G007290	1	1	1	1
El001G007300	0	0	0	0
El001G007310	1	1	1	1
El001G007320	1	1	1	1
El001G007330	0	1	1	1
El001G007340	1	1	1	1
El001G007350	1	1	1	1
El001G007360	1	1	0	0
El001G007370	1	1	1	1
El001G007380	0	1	1	1
El001G007390	1	1	1	1
El001G007400	0	1	1	1
El001G007410	1	1	1	1
El001G007430	1	0	0	0
El001G007450	0	0	0	0
El001G007460	1	1	1	1
El001G007470	0	1	1	1
El001G007510	0	0	0	0
El001G007520	0	1	0	1
El001G007540	1	1	1	1
El001G007550	1	1	1	1
El001G007560	1	1	1	1
El001G007570	1	1	1	1
El001G007580	1	1	1	1
El001G007590	1	1	1	1
El001G007600	1	0	0	0
El001G007610	1	1	1	1
El001G007620	1	1	1	1
El001G007630	1	1	1	1
El001G007640	0	1	1	1
El001G007650	1	1	1	1
El001G007660	1	0	0	1
El001G007670	1	1	1	1
El001G007680	1	1	1	1
El001G007690	1	1	1	1
El001G007700	1	1	1	1
El001G007710	1	1	1	1
El001G007720	1	1	1	1
El001G007730	0	1	1	1
El001G007740	1	1	1	1
El001G007760	0	1	1	0
El001G007770	1	0	0	0
El001G007780	0	0	0	0
El001G007790	1	0	0	0
El001G007800	0	0	0	0
El001G007810	0	1	1	0
El001G007820	0	0	0	1
El001G007830	0	1	1	1
El001G007860	1	1	1	1
El001G007870	1	1	1	1
El001G007880	1	1	1	1
El001G007890	0	1	1	1
El001G007900	0	1	1	1
El001G007910	1	1	1	1
El001G007920	1	1	1	1
El001G007930	1	1	1	1
El001G007940	1	1	1	1
El001G007950	1	1	1	0
El001G007960	1	1	1	1
El001G007970	1	1	1	1
El001G007980	1	0	0	0
El001G008000	1	1	1	1
El001G008010	1	1	1	1
El001G008020	0	0	0	0
El001G008030	0	0	0	0
El001G008040	0	0	0	0
El001G008050	1	0	1	1
El001G008070	1	1	1	1
El001G008080	1	1	1	1
El001G008090	1	1	1	1
El001G008100	1	1	1	1
El001G008110	0	1	1	1
El001G008120	1	1	1	1
El001G008130	1	1	1	1
El001G008140	0	1	1	1
El001G008150	1	0	0	1
El001G008170	1	1	1	1
El001G008180	1	1	1	1
El001G008190	1	0	0	0
El001G008200	1	1	1	1
El001G008210	1	1	1	1
El001G008220	1	1	1	1
El001G008230	1	1	1	1
El001G008240	1	1	1	1
El001G008250	1	1	1	1
El001G008260	1	1	1	1
El001G008270	0	1	1	0
El001G008280	1	1	1	1
El001G008290	1	0	0	1
El001G008310	1	1	1	1
El001G008320	1	1	1	1
El001G008330	1	1	1	1
El001G008340	1	1	1	1
El001G008350	1	1	0	1
El001G008390	1	0	0	0
El001G008400	1	0	0	0
El001G008430	1	1	1	1
El001G008460	1	1	1	1
El001G008480	0	0	0	0
El001G008540	1	1	1	1
El001G008560	1	1	0	0
El001G008570	1	0	0	0
El001G008580	0	1	1	1
El001G008590	1	0	0	0
El001G008630	0	1	1	1
El001G008650	0	0	0	0
El001G008680	0	0	0	0
El001G008720	1	0	0	0
El001G008730	1	0	0	0
El001G008740	1	0	0	0
El001G008750	1	1	0	1
El001G008770	1	1	1	1
El001G008790	1	1	1	1
El001G008800	0	1	1	0
El001G008810	0	1	1	1
El001G008830	1	0	0	0
El001G008840	1	0	0	0
El001G008880	1	0	0	0
El001G008890	1	0	1	0
El001G008900	1	0	0	0
El001G008910	1	1	1	1
El001G008920	1	0	0	0
El001G008930	1	1	1	1
El001G008940	1	1	1	1
El001G008960	1	1	1	0
El001G008990	1	1	1	1
El001G009000	0	0	0	0
El001G009010	1	1	1	1
El001G009020	0	1	1	1
El001G009030	1	1	1	1
El001G009040	1	1	1	1
El001G009050	0	1	1	1
El001G009060	1	0	0	0
El001G009070	0	0	0	0
El001G009080	1	1	1	1
El001G009090	1	1	1	1
El001G009100	1	1	1	1
El001G009110	0	0	0	0
El001G009120	1	0	0	0
El001G009130	0	1	1	1
El001G009140	1	1	1	0
El001G009150	1	1	1	1
El001G009160	0	1	1	1
El001G009170	1	1	1	1
El001G009180	1	1	1	1
El001G009190	1	1	1	1
El001G009200	1	1	1	1
El001G009210	1	1	1	1
El001G009220	1	0	1	1
El001G009230	1	1	1	1
El001G009240	1	0	0	0
El001G009260	1	1	1	1
El001G009270	0	1	1	1
El001G009290	1	1	1	1
El001G009310	1	1	1	1
El001G009320	0	0	0	0
El001G009330	1	1	1	1
El001G009340	1	1	1	1
El001G009350	0	0	0	0
El001G009360	1	1	1	1
El001G009370	0	1	1	1
El001G009380	1	1	1	1
El001G009390	0	1	1	1
El001G009400	1	1	1	0
El001G009410	1	0	0	0
El001G009450	0	1	0	0
El001G009490	0	0	0	0
El001G009500	1	0	0	0
El001G009510	1	1	1	1
El001G009520	1	1	1	1
El001G009540	0	0	1	0
El001G009550	1	1	1	1
El001G009560	1	1	1	1
El001G009570	0	0	1	0
El001G009580	0	0	0	0
El001G009590	0	0	0	0
El001G009610	0	0	0	0
El001G009620	1	0	0	0
El001G009630	1	1	1	1
El001G009640	0	0	0	0
El001G009650	1	1	1	0
El001G009660	1	0	1	1
El001G009680	0	1	0	0
El001G009690	0	1	0	0
El001G009700	1	1	1	1
El001G009710	1	1	1	1
El001G009720	0	1	1	1
El001G009730	1	0	0	0
El001G009750	1	0	0	0
El001G009760	0	0	0	1
El001G009770	1	1	1	1
El001G009780	1	1	1	1
El001G009790	1	1	0	1
El001G009800	1	0	0	1
El001G009810	1	1	1	1
El001G009820	1	1	1	1
El001G009830	0	1	0	0
El001G009840	1	1	1	1
El001G009850	1	0	0	0
El001G009860	0	1	1	1
El001G009880	1	1	1	1
El001G009890	0	0	0	0
El001G009900	1	1	0	0
El001G009910	0	0	0	0
El001G009930	1	1	1	0
El001G009940	1	1	1	0
El001G009950	1	0	0	0
El001G009960	1	0	0	0
El001G009970	1	1	1	0
El001G009980	0	1	1	0
El001G010000	0	0	0	0
El001G010010	0	1	1	1
El001G010020	0	0	0	1
El001G010030	1	1	1	1
El001G010040	1	1	1	1
El001G010070	1	1	1	1
El001G010080	1	1	1	0
El001G010110	0	1	1	1
El001G010120	1	1	1	1
El001G010130	1	1	1	1
El001G010140	1	1	1	1
El001G010150	0	0	0	0
El001G010160	1	1	1	1
El001G010170	1	1	1	1
El001G010190	1	0	0	1
El001G010200	1	0	0	0
El001G010210	1	1	1	1
El001G010220	1	1	1	0
El001G010230	1	1	1	1
El001G010240	1	1	1	1
El001G010250	1	1	1	1
El001G010260	0	1	1	1
El001G010270	0	0	0	0
El001G010280	0	1	1	1
El001G010290	1	0	0	0
El001G010300	0	1	1	0
El001G010310	0	0	0	0
El001G010320	1	1	1	1
El001G010330	0	0	0	0
El001G010360	1	0	0	0
El001G010380	0	0	0	0
El001G010390	1	0	0	0
El001G010400	1	1	1	1
El001G010410	0	1	1	1
El001G010420	1	1	1	0
El001G010430	1	1	0	1
El001G010440	1	1	1	1
El001G010450	1	1	1	0
El001G010460	1	1	1	1
El001G010470	0	1	1	0
El001G010480	1	0	0	0
El001G010510	1	1	1	1
El001G010520	1	1	1	1
El001G010530	1	1	1	0
El001G010540	1	0	0	1
El001G010550	1	1	1	0
El001G010560	0	1	1	1
El001G010570	0	1	1	1
El001G010580	0	0	0	0
El001G010610	1	1	1	1
El001G010620	0	1	1	1
El001G010630	1	1	1	1
El001G010640	1	1	1	1
El001G010650	0	0	0	0
El001G010660	0	0	0	0
El001G010670	0	0	0	0
El001G010680	1	1	1	1
El001G010700	1	0	0	0
El001G010710	1	1	1	1
El001G010720	0	1	1	0
El001G010770	1	0	0	0
El001G010800	1	1	0	0
El001G010810	1	1	1	1
El001G010820	1	1	1	0
El001G010840	0	1	1	1
El001G010850	1	0	0	0
El001G010860	1	1	1	1
El001G010880	1	1	1	1
El001G010890	1	0	0	0
El001G010900	1	0	0	0
El001G010910	1	1	1	0
El001G010920	1	1	1	0
El001G010930	1	1	1	1
El001G010940	0	0	0	1
El001G010970	1	0	0	0
El001G010980	1	1	1	1
El001G010990	1	1	1	1
El001G011000	1	0	0	0
El001G011010	1	0	0	0
El001G011020	0	1	0	0
El001G011030	1	0	0	0
El001G011040	1	0	0	1
El001G011050	1	1	0	1
El001G011060	1	0	0	0
El001G011070	1	0	0	0
El001G011100	1	0	0	0
El001G011110	1	1	1	1
El001G011120	0	0	0	0
El001G011130	0	1	1	1
El001G011150	1	1	1	1
El001G011190	1	0	0	0
El001G011200	1	0	0	0
El001G011230	0	0	1	0
El001G011240	1	0	0	0
El001G011250	1	0	0	0
El001G011260	1	0	0	0
El001G011270	1	1	1	1
El001G011280	0	1	1	1
El001G011300	1	0	0	1
El001G011310	1	1	1	0
El001G011320	1	1	1	1
El001G011330	1	1	1	0
El001G011340	1	1	1	1
El001G011350	1	1	1	1
El001G011360	1	1	1	1
El001G011370	1	1	1	1
El001G011380	1	1	1	1
El001G011390	1	1	1	1
El001G011400	0	1	0	0
El001G011410	1	1	1	1
El001G011450	1	1	1	1
El001G011460	1	1	1	0
El001G011470	1	1	1	1
El001G011480	1	1	1	1
El001G011490	0	1	1	1
El001G011500	0	0	0	0
El001G011510	1	1	1	1
El001G011520	1	1	1	1
El001G011530	1	0	0	0
El001G011540	1	1	1	1
El001G011550	0	1	1	0
El001G011560	1	1	1	1
El001G011570	0	0	0	0
El001G011580	1	1	1	0
El001G011590	1	1	1	1
El001G011600	1	1	1	1
El001G011610	0	0	0	0
El001G011620	1	1	1	1
El001G011630	1	1	0	0
El001G011640	1	1	0	1
El001G011650	1	1	1	1
El001G011660	1	0	0	1
El001G011670	1	1	1	1
El001G011680	0	1	1	1
El001G011700	0	0	0	0
El001G011710	1	1	1	1
El001G011720	1	1	1	0
El001G011730	1	0	1	0
El001G011740	1	1	1	1
